# Teff   logg   Av   Bessell_U   Bessell_B   Bessell_V   Bessell_R   Bessell_I   Gaia_G_EDR3   Gaia_BP_EDR3   Gaia_RP_EDR3   VISTA_Z     VISTA_Y    VISTA_J    VISTA_H    VISTA_Ks   DECam_u     DECam_g     DECam_r     DECam_i     DECam_z     DECam_Y     LSST_u      LSST_g      LSST_r      LSST_i      LSST_z      LSST_y     
  9500.0   4.0      0.1    -0.286386   -0.287725   -0.258811   -0.244946   -0.228422   -0.273664     -0.285362      -0.249545      -0.22772    -0.214481  -0.207333  -0.201563  -0.196941  -0.629215   -0.188359   -0.428196   -0.635755   -0.738508   -0.781508   -0.944055   -0.186463   -0.393124   -0.59616    -0.731226   -0.761367  
  9500.0   4.5      0.1    -0.308963   -0.319369   -0.256855   -0.239259   -0.218369   -0.278059     -0.296063      -0.244535      -0.2323     -0.214535  -0.200313  -0.194488  -0.189369  -0.711193   -0.201576   -0.423237   -0.623877   -0.747555   -0.786055   -0.98593    -0.199679   -0.388976   -0.585224   -0.733882   -0.768035  
  9500.0   5.0      0.1    -0.316086   -0.357651   -0.257701   -0.234716   -0.20671    -0.284703     -0.310216      -0.238961      -0.232309   -0.216019  -0.19317   -0.185313  -0.181512  -0.784363   -0.220176   -0.419524   -0.611679   -0.753936   -0.792119   -1.013972   -0.218315   -0.386378   -0.574054   -0.732205   -0.776407  
  9750.0   -1.0     0.1    -0.117966   -0.313974   -0.332878   -0.308825   -0.284662   -0.327037     -0.331546      -0.303051      -0.242862   -0.292196  -0.293509  -0.279988  -0.289062  -0.426981   -0.247773   -0.490264   -0.702575   -0.764088   -0.846057   -0.766029   -0.24634    -0.456161   -0.664321   -0.752266   -0.822655  
  9750.0   -0.5     0.1    -0.117966   -0.313974   -0.332878   -0.308825   -0.284662   -0.327037     -0.331546      -0.303051      -0.242862   -0.292196  -0.293509  -0.279988  -0.289062  -0.426981   -0.247773   -0.490264   -0.702575   -0.764088   -0.846057   -0.766029   -0.24634    -0.456161   -0.664321   -0.752266   -0.822655  
  9750.0   0.0      0.1    -0.117966   -0.313974   -0.332878   -0.308825   -0.284662   -0.327037     -0.331546      -0.303051      -0.242862   -0.292196  -0.293509  -0.279988  -0.289062  -0.426981   -0.247773   -0.490264   -0.702575   -0.764088   -0.846057   -0.766029   -0.24634    -0.456161   -0.664321   -0.752266   -0.822655  
  9750.0   0.5      0.1    -0.117966   -0.313974   -0.332878   -0.308825   -0.284662   -0.327037     -0.331546      -0.303051      -0.242862   -0.292196  -0.293509  -0.279988  -0.289062  -0.426981   -0.247773   -0.490264   -0.702575   -0.764088   -0.846057   -0.766029   -0.24634    -0.456161   -0.664321   -0.752266   -0.822655  
  9750.0   1.0      0.1    -0.117966   -0.313974   -0.332878   -0.308825   -0.284662   -0.327037     -0.331546      -0.303051      -0.242862   -0.292196  -0.293509  -0.279988  -0.289062  -0.426981   -0.247773   -0.490264   -0.702575   -0.764088   -0.846057   -0.766029   -0.24634    -0.456161   -0.664321   -0.752266   -0.822655  
  9750.0   1.5      0.1    -0.117966   -0.313974   -0.332878   -0.308825   -0.284662   -0.327037     -0.331546      -0.303051      -0.242862   -0.292196  -0.293509  -0.279988  -0.289062  -0.426981   -0.247773   -0.490264   -0.702575   -0.764088   -0.846057   -0.766029   -0.24634    -0.456161   -0.664321   -0.752266   -0.822655  
  9750.0   2.0      0.1    -0.117966   -0.313974   -0.332878   -0.308825   -0.284662   -0.327037     -0.331546      -0.303051      -0.242862   -0.292196  -0.293509  -0.279988  -0.289062  -0.426981   -0.247773   -0.490264   -0.702575   -0.764088   -0.846057   -0.766029   -0.24634    -0.456161   -0.664321   -0.752266   -0.822655  
  9750.0   2.5      0.1    -0.161209   -0.289555   -0.321294   -0.308904   -0.294171   -0.319407     -0.318581      -0.309232      -0.254173   -0.288598  -0.294581  -0.285525  -0.292408  -0.444239   -0.226678   -0.490492   -0.710517   -0.769404   -0.843729   -0.799812   -0.225034   -0.454502   -0.670319   -0.763682   -0.819986  
  9750.0   3.0      0.1    -0.20565    -0.288043   -0.315891   -0.308425   -0.298599   -0.318521     -0.316973      -0.313057      -0.268362   -0.287926  -0.293741  -0.288161  -0.291698  -0.49112    -0.220892   -0.490311   -0.711925   -0.780949   -0.84563    -0.844793   -0.219103   -0.453651   -0.670765   -0.777      -0.822301  
  9750.0   3.5      0.1    -0.249104   -0.299972   -0.311985   -0.305752   -0.297821   -0.320115     -0.320731      -0.313716      -0.281561   -0.287614  -0.290595  -0.287765  -0.288185  -0.557912   -0.222838   -0.488069   -0.707626   -0.793983   -0.848808   -0.896058   -0.220949   -0.451377   -0.666412   -0.788735   -0.82649   
  9750.0   4.0      0.1    -0.287736   -0.320919   -0.308239   -0.301278   -0.29277    -0.322802     -0.327439      -0.311819      -0.292019   -0.287447  -0.285841  -0.284805  -0.282997  -0.637311   -0.229362   -0.484167   -0.699467   -0.806322   -0.852776   -0.948209   -0.227411   -0.447769   -0.658812   -0.797413   -0.832027  
  9750.0   4.5      0.1    -0.31515    -0.349677   -0.304939   -0.29554    -0.28382    -0.326428     -0.336677      -0.307519      -0.297903   -0.287357  -0.279633  -0.279099  -0.276423  -0.720453   -0.240177   -0.479138   -0.688489   -0.816085   -0.857234   -0.993612   -0.23821    -0.44332    -0.648658   -0.801419   -0.838548  
  9750.0   5.0      0.1    -0.327282   -0.384811   -0.303256   -0.289971   -0.272366   -0.331501     -0.348569      -0.301878      -0.298649   -0.288189  -0.272787  -0.270878  -0.269028  -0.79719    -0.255476   -0.474401   -0.676319   -0.822762   -0.862779   -1.026022   -0.25353    -0.439423   -0.637386   -0.800473   -0.846458  
  10000.0  -1.0     0.1    -0.114278   -0.359199   -0.382685   -0.360148   -0.33978    -0.376133     -0.376871      -0.358356      -0.303373   -0.361431  -0.363702  -0.353611  -0.365002  -0.45483    -0.295346   -0.541407   -0.756355   -0.830296   -0.914556   -0.773461   -0.293893   -0.506977   -0.717583   -0.813944   -0.891233  
  10000.0  -0.5     0.1    -0.114278   -0.359199   -0.382685   -0.360148   -0.33978    -0.376133     -0.376871      -0.358356      -0.303373   -0.361431  -0.363702  -0.353611  -0.365002  -0.45483    -0.295346   -0.541407   -0.756355   -0.830296   -0.914556   -0.773461   -0.293893   -0.506977   -0.717583   -0.813944   -0.891233  
  10000.0  0.0      0.1    -0.114278   -0.359199   -0.382685   -0.360148   -0.33978    -0.376133     -0.376871      -0.358356      -0.303373   -0.361431  -0.363702  -0.353611  -0.365002  -0.45483    -0.295346   -0.541407   -0.756355   -0.830296   -0.914556   -0.773461   -0.293893   -0.506977   -0.717583   -0.813944   -0.891233  
  10000.0  0.5      0.1    -0.114278   -0.359199   -0.382685   -0.360148   -0.33978    -0.376133     -0.376871      -0.358356      -0.303373   -0.361431  -0.363702  -0.353611  -0.365002  -0.45483    -0.295346   -0.541407   -0.756355   -0.830296   -0.914556   -0.773461   -0.293893   -0.506977   -0.717583   -0.813944   -0.891233  
  10000.0  1.0      0.1    -0.114278   -0.359199   -0.382685   -0.360148   -0.33978    -0.376133     -0.376871      -0.358356      -0.303373   -0.361431  -0.363702  -0.353611  -0.365002  -0.45483    -0.295346   -0.541407   -0.756355   -0.830296   -0.914556   -0.773461   -0.293893   -0.506977   -0.717583   -0.813944   -0.891233  
  10000.0  1.5      0.1    -0.114278   -0.359199   -0.382685   -0.360148   -0.33978    -0.376133     -0.376871      -0.358356      -0.303373   -0.361431  -0.363702  -0.353611  -0.365002  -0.45483    -0.295346   -0.541407   -0.756355   -0.830296   -0.914556   -0.773461   -0.293893   -0.506977   -0.717583   -0.813944   -0.891233  
  10000.0  2.0      0.1    -0.114278   -0.359199   -0.382685   -0.360148   -0.33978    -0.376133     -0.376871      -0.358356      -0.303373   -0.361431  -0.363702  -0.353611  -0.365002  -0.45483    -0.295346   -0.541407   -0.756355   -0.830296   -0.914556   -0.773461   -0.293893   -0.506977   -0.717583   -0.813944   -0.891233  
  10000.0  2.5      0.1    -0.159381   -0.332682   -0.370653   -0.360596   -0.350321   -0.368152     -0.363201      -0.365162      -0.31402    -0.357923  -0.365862  -0.360417  -0.370278  -0.468485   -0.27294    -0.54196    -0.76567    -0.834651   -0.912038   -0.807431   -0.271274   -0.505461   -0.72492    -0.824889   -0.888261  
  10000.0  3.0      0.1    -0.204606   -0.328998   -0.365591   -0.361543   -0.356911   -0.367574     -0.36126       -0.370643      -0.328504   -0.358024  -0.366785  -0.364926  -0.371671  -0.510542   -0.266182   -0.543164   -0.769596   -0.84604    -0.914421   -0.851281   -0.264365   -0.505786   -0.727771   -0.838756   -0.890899  
  10000.0  3.5      0.1    -0.249007   -0.338564   -0.362135   -0.360428   -0.358499   -0.369557     -0.364686      -0.373142      -0.342691   -0.358583  -0.365389  -0.366447  -0.369988  -0.5725     -0.267119   -0.542443   -0.767826   -0.859553   -0.91825    -0.901457   -0.265194   -0.504834   -0.725811   -0.851703   -0.895567  
  10000.0  4.0      0.1    -0.28974    -0.357411   -0.35859    -0.357045   -0.355339   -0.372481     -0.371038      -0.372672      -0.354401   -0.358924  -0.361938  -0.365094  -0.366185  -0.648772   -0.272656   -0.539596   -0.761508   -0.87261    -0.922633   -0.953891   -0.270662   -0.502128   -0.719934   -0.861772   -0.901365  
  10000.0  4.5      0.1    -0.321591   -0.383636   -0.354767   -0.351955   -0.348054   -0.375923     -0.379412      -0.369644      -0.36197    -0.359217  -0.356925  -0.360996  -0.360884  -0.731844   -0.281742   -0.535192   -0.752018   -0.883492   -0.927501   -1.002171   -0.279717   -0.498102   -0.711173   -0.867531   -0.908212  
  10000.0  5.0      0.1    -0.339127   -0.41629    -0.351649   -0.346287   -0.337595   -0.380274     -0.389936      -0.364717      -0.364132   -0.36006   -0.350891  -0.354068  -0.354366  -0.811716   -0.294697   -0.530355   -0.740674   -0.891097   -0.933171   -1.039108   -0.292679   -0.493865   -0.700616   -0.868004   -0.916268  
  11000.0  -1.0     0.1    -0.131171   -0.541272   -0.581951   -0.566522   -0.559765   -0.57284      -0.559296      -0.578419      -0.537886   -0.626365  -0.632358  -0.633631  -0.651938  -0.579573   -0.485698   -0.747222   -0.971925   -1.08585    -1.177049   -0.826821   -0.484181   -0.711389   -0.931288   -1.055285   -1.153909  
  11000.0  -0.5     0.1    -0.131171   -0.541272   -0.581951   -0.566522   -0.559765   -0.57284      -0.559296      -0.578419      -0.537886   -0.626365  -0.632358  -0.633631  -0.651938  -0.579573   -0.485698   -0.747222   -0.971925   -1.08585    -1.177049   -0.826821   -0.484181   -0.711389   -0.931288   -1.055285   -1.153909  
  11000.0  0.0      0.1    -0.131171   -0.541272   -0.581951   -0.566522   -0.559765   -0.57284      -0.559296      -0.578419      -0.537886   -0.626365  -0.632358  -0.633631  -0.651938  -0.579573   -0.485698   -0.747222   -0.971925   -1.08585    -1.177049   -0.826821   -0.484181   -0.711389   -0.931288   -1.055285   -1.153909  
  11000.0  0.5      0.1    -0.131171   -0.541272   -0.581951   -0.566522   -0.559765   -0.57284      -0.559296      -0.578419      -0.537886   -0.626365  -0.632358  -0.633631  -0.651938  -0.579573   -0.485698   -0.747222   -0.971925   -1.08585    -1.177049   -0.826821   -0.484181   -0.711389   -0.931288   -1.055285   -1.153909  
  11000.0  1.0      0.1    -0.131171   -0.541272   -0.581951   -0.566522   -0.559765   -0.57284      -0.559296      -0.578419      -0.537886   -0.626365  -0.632358  -0.633631  -0.651938  -0.579573   -0.485698   -0.747222   -0.971925   -1.08585    -1.177049   -0.826821   -0.484181   -0.711389   -0.931288   -1.055285   -1.153909  
  11000.0  1.5      0.1    -0.131171   -0.541272   -0.581951   -0.566522   -0.559765   -0.57284      -0.559296      -0.578419      -0.537886   -0.626365  -0.632358  -0.633631  -0.651938  -0.579573   -0.485698   -0.747222   -0.971925   -1.08585    -1.177049   -0.826821   -0.484181   -0.711389   -0.931288   -1.055285   -1.153909  
  11000.0  2.0      0.1    -0.131171   -0.541272   -0.581951   -0.566522   -0.559765   -0.57284      -0.559296      -0.578419      -0.537886   -0.626365  -0.632358  -0.633631  -0.651938  -0.579573   -0.485698   -0.747222   -0.971925   -1.08585    -1.177049   -0.826821   -0.484181   -0.711389   -0.931288   -1.055285   -1.153909  
  11000.0  2.5      0.1    -0.174053   -0.509295   -0.5673     -0.564922   -0.569145   -0.562029     -0.542622      -0.583678      -0.545578   -0.622408  -0.635593  -0.642105  -0.660875  -0.583698   -0.459341   -0.745636   -0.980577   -1.08723    -1.173504   -0.857043   -0.457595   -0.707527   -0.938025   -1.063164   -1.149802  
  11000.0  3.0      0.1    -0.221101   -0.501864   -0.563216   -0.568467   -0.579577   -0.562204     -0.540574      -0.592048      -0.559574   -0.6243    -0.640439  -0.650716  -0.667753  -0.61549    -0.451206   -0.749324   -0.989267   -1.09753    -1.176895   -0.898936   -0.449307   -0.709966   -0.94552    -1.077066   -1.153149  
  11000.0  3.5      0.1    -0.267568   -0.507124   -0.56237    -0.572218   -0.587715   -0.566344     -0.544676      -0.599739      -0.575342   -0.627982  -0.644522  -0.657853  -0.672324  -0.664221   -0.451292   -0.753334   -0.994945   -1.111565   -1.182967   -0.945994   -0.449275   -0.713296   -0.950681   -1.09233    -1.159609  
  11000.0  4.0      0.1    -0.311959   -0.520202   -0.561587   -0.574232   -0.592152   -0.571496     -0.551355      -0.605253      -0.590434   -0.63165   -0.646814  -0.662634  -0.674524  -0.725995   -0.455325   -0.755739   -0.996647   -1.126597   -1.1899     -0.995861   -0.453216   -0.715355   -0.952455   -1.106522   -1.167398  
  11000.0  4.5      0.1    -0.351908   -0.53927    -0.559227   -0.573481   -0.591889   -0.576216     -0.558952      -0.607667      -0.602801   -0.634498  -0.646815  -0.664404  -0.674415  -0.798596   -0.461436   -0.755535   -0.993977   -1.1406     -1.196879   -1.046009   -0.459259   -0.715021   -0.950223   -1.11764    -1.175813  
  11000.0  5.0      0.1    -0.383921   -0.564263   -0.555075   -0.570079   -0.58689    -0.580356     -0.567252      -0.606907      -0.610563   -0.636699  -0.644744  -0.662924  -0.672364  -0.878277   -0.469492   -0.752862   -0.987547   -1.151947   -1.203964   -1.092502   -0.46728    -0.712366   -0.944277   -1.123956   -1.184996  
  12000.0  -1.0     0.1    -0.185747   -0.72301    -0.779866   -0.772923   -0.779045   -0.769036     -0.742216      -0.796787      -0.763504   -0.879132  -0.88964   -0.900343  -0.924429  -0.715863   -0.67479    -0.953143   -1.187862   -1.33101    -1.427656   -0.907914   -0.673231   -0.91572    -1.145494   -1.290293   -1.404519  
  12000.0  -0.5     0.1    -0.185747   -0.72301    -0.779866   -0.772923   -0.779045   -0.769036     -0.742216      -0.796787      -0.763504   -0.879132  -0.88964   -0.900343  -0.924429  -0.715863   -0.67479    -0.953143   -1.187862   -1.33101    -1.427656   -0.907914   -0.673231   -0.91572    -1.145494   -1.290293   -1.404519  
  12000.0  0.0      0.1    -0.185747   -0.72301    -0.779866   -0.772923   -0.779045   -0.769036     -0.742216      -0.796787      -0.763504   -0.879132  -0.88964   -0.900343  -0.924429  -0.715863   -0.67479    -0.953143   -1.187862   -1.33101    -1.427656   -0.907914   -0.673231   -0.91572    -1.145494   -1.290293   -1.404519  
  12000.0  0.5      0.1    -0.185747   -0.72301    -0.779866   -0.772923   -0.779045   -0.769036     -0.742216      -0.796787      -0.763504   -0.879132  -0.88964   -0.900343  -0.924429  -0.715863   -0.67479    -0.953143   -1.187862   -1.33101    -1.427656   -0.907914   -0.673231   -0.91572    -1.145494   -1.290293   -1.404519  
  12000.0  1.0      0.1    -0.185747   -0.72301    -0.779866   -0.772923   -0.779045   -0.769036     -0.742216      -0.796787      -0.763504   -0.879132  -0.88964   -0.900343  -0.924429  -0.715863   -0.67479    -0.953143   -1.187862   -1.33101    -1.427656   -0.907914   -0.673231   -0.91572    -1.145494   -1.290293   -1.404519  
  12000.0  1.5      0.1    -0.185747   -0.72301    -0.779866   -0.772923   -0.779045   -0.769036     -0.742216      -0.796787      -0.763504   -0.879132  -0.88964   -0.900343  -0.924429  -0.715863   -0.67479    -0.953143   -1.187862   -1.33101    -1.427656   -0.907914   -0.673231   -0.91572    -1.145494   -1.290293   -1.404519  
  12000.0  2.0      0.1    -0.185747   -0.72301    -0.779866   -0.772923   -0.779045   -0.769036     -0.742216      -0.796787      -0.763504   -0.879132  -0.88964   -0.900343  -0.924429  -0.715863   -0.67479    -0.953143   -1.187862   -1.33101    -1.427656   -0.907914   -0.673231   -0.91572    -1.145494   -1.290293   -1.404519  
  12000.0  2.5      0.1    -0.226152   -0.686985   -0.76242    -0.768111   -0.78473    -0.754844     -0.722581      -0.798528      -0.767034   -0.872131  -0.889846  -0.905634  -0.930779  -0.714483   -0.645097   -0.948353   -1.193047   -1.328307   -1.420861   -0.93519    -0.643293   -0.908675   -1.148992   -1.293751   -1.39718   
  12000.0  3.0      0.1    -0.268965   -0.677833   -0.757792   -0.770637   -0.793812   -0.753915     -0.719625      -0.805577      -0.778731   -0.873358  -0.894298  -0.913784  -0.93803   -0.74054    -0.636011   -0.95099    -1.200732   -1.336472   -1.423282   -0.972656   -0.634046   -0.910093   -1.1556     -1.305257   -1.399523  
  12000.0  3.5      0.1    -0.313179   -0.681616   -0.757734   -0.775341   -0.803119   -0.758391     -0.723852      -0.814071      -0.793535   -0.877797  -0.899954  -0.922468  -0.945012  -0.782472   -0.635895   -0.955885   -1.20809    -1.349461   -1.429663   -1.016068   -0.633812   -0.914227   -1.162393   -1.319786   -1.406144  
  12000.0  4.0      0.1    -0.356746   -0.692685   -0.758744   -0.779857   -0.810786   -0.764811     -0.731172      -0.822055      -0.808864   -0.883228  -0.905217  -0.930246  -0.950833  -0.835387   -0.639948   -0.960691   -1.213566   -1.364361   -1.437743   -1.062457   -0.637771   -0.918516   -1.167755   -1.334704   -1.414805  
  12000.0  4.5      0.1    -0.397466   -0.708673   -0.758924   -0.782743   -0.815356   -0.771345     -0.739554      -0.82819       -0.822811   -0.888431  -0.909033  -0.935968  -0.95484   -0.897017   -0.645929   -0.963993   -1.216084   -1.379213   -1.446347   -1.109488   -0.643676   -0.921462   -1.170481   -1.348029   -1.424422  
  12000.0  5.0      0.1    -0.432298   -0.728646   -0.756873   -0.78283    -0.815501   -0.776755     -0.747751      -0.831282      -0.833268   -0.892623  -0.910622  -0.938605  -0.956584  -0.965294   -0.652636   -0.964655   -1.214763   -1.392154   -1.454738   -1.154219   -0.650328   -0.92188    -1.169482   -1.357655   -1.434389  
  13000.0  -1.0     0.1    -0.264689   -0.894354   -0.964217   -0.965218   -0.982801   -0.952167     -0.914154      -0.998984      -0.965914   -1.106536  -1.121907  -1.140316  -1.169692  -0.852295   -0.851905   -1.145014   -1.389235   -1.5524     -1.653231   -1.004596   -0.850332   -1.106093   -1.345257   -1.504958   -1.630037  
  13000.0  -0.5     0.1    -0.264689   -0.894354   -0.964217   -0.965218   -0.982801   -0.952167     -0.914154      -0.998984      -0.965914   -1.106536  -1.121907  -1.140316  -1.169692  -0.852295   -0.851905   -1.145014   -1.389235   -1.5524     -1.653231   -1.004596   -0.850332   -1.106093   -1.345257   -1.504958   -1.630037  
  13000.0  0.0      0.1    -0.264689   -0.894354   -0.964217   -0.965218   -0.982801   -0.952167     -0.914154      -0.998984      -0.965914   -1.106536  -1.121907  -1.140316  -1.169692  -0.852295   -0.851905   -1.145014   -1.389235   -1.5524     -1.653231   -1.004596   -0.850332   -1.106093   -1.345257   -1.504958   -1.630037  
  13000.0  0.5      0.1    -0.264689   -0.894354   -0.964217   -0.965218   -0.982801   -0.952167     -0.914154      -0.998984      -0.965914   -1.106536  -1.121907  -1.140316  -1.169692  -0.852295   -0.851905   -1.145014   -1.389235   -1.5524     -1.653231   -1.004596   -0.850332   -1.106093   -1.345257   -1.504958   -1.630037  
  13000.0  1.0      0.1    -0.264689   -0.894354   -0.964217   -0.965218   -0.982801   -0.952167     -0.914154      -0.998984      -0.965914   -1.106536  -1.121907  -1.140316  -1.169692  -0.852295   -0.851905   -1.145014   -1.389235   -1.5524     -1.653231   -1.004596   -0.850332   -1.106093   -1.345257   -1.504958   -1.630037  
  13000.0  1.5      0.1    -0.264689   -0.894354   -0.964217   -0.965218   -0.982801   -0.952167     -0.914154      -0.998984      -0.965914   -1.106536  -1.121907  -1.140316  -1.169692  -0.852295   -0.851905   -1.145014   -1.389235   -1.5524     -1.653231   -1.004596   -0.850332   -1.106093   -1.345257   -1.504958   -1.630037  
  13000.0  2.0      0.1    -0.264689   -0.894354   -0.964217   -0.965218   -0.982801   -0.952167     -0.914154      -0.998984      -0.965914   -1.106536  -1.121907  -1.140316  -1.169692  -0.852295   -0.851905   -1.145014   -1.389235   -1.5524     -1.653231   -1.004596   -0.850332   -1.106093   -1.345257   -1.504958   -1.630037  
  13000.0  2.5      0.1    -0.304568   -0.860572   -0.952155   -0.96658    -0.995044   -0.942993     -0.899025      -1.007444      -0.977525   -1.108471  -1.131144  -1.154949  -1.185698  -0.851011   -0.825889   -1.146405   -1.400913   -1.557532   -1.65511    -1.032252   -0.82404    -1.105084   -1.355387   -1.515407   -1.631344  
  13000.0  3.0      0.1    -0.344147   -0.85129    -0.947945   -0.968815   -1.003018   -0.941881     -0.896223      -1.01366       -0.987891   -1.10938   -1.134971  -1.162093  -1.192179  -0.874157   -0.817103   -1.148761   -1.407698   -1.564511   -1.657089   -1.06678    -0.815085   -1.10632    -1.361301   -1.525295   -1.63326   
  13000.0  3.5      0.1    -0.383263   -0.854358   -0.947894   -0.972849   -1.011055   -0.945759     -0.900034      -1.020996      -1.000711   -1.113155  -1.139921  -1.169816  -1.198628  -0.911178   -0.816831   -1.152966   -1.414077   -1.575697   -1.662579   -1.105217   -0.814691   -1.10985    -1.367217   -1.537755   -1.63898   
  13000.0  4.0      0.1    -0.422378   -0.864273   -0.949217   -0.977345   -1.018532   -0.951926     -0.907041      -1.028627      -1.014514   -1.118454  -1.145365  -1.177665  -1.205048  -0.957819   -0.820655   -1.157703   -1.419712   -1.589128   -1.67019    -1.146542   -0.818419   -1.114092   -1.372711   -1.551283   -1.647079  
  13000.0  4.5      0.1    -0.460342   -0.878645   -0.950326   -0.981259   -1.024463   -0.958826     -0.915444      -1.035633      -1.027897   -1.124316  -1.150521  -1.184758  -1.210874  -1.011997   -0.826468   -1.161954   -1.423916   -1.603286   -1.678993   -1.189264   -0.824154   -1.117934   -1.376999   -1.564395   -1.656694  
  13000.0  5.0      0.1    -0.494537   -0.896279   -0.949922   -0.983451   -1.02752    -0.9652       -0.923946      -1.040823      -1.039066   -1.129847  -1.154413  -1.189859  -1.21524   -1.0717     -0.832996   -1.164612   -1.425682   -1.616512   -1.688142   -1.230818   -0.830622   -1.120235   -1.378935   -1.575243   -1.66709   
  14000.0  -1.0     0.1    -0.343631   -1.065697   -1.148568   -1.157513   -1.186557   -1.135297     -1.086091      -1.201181      -1.168324   -1.33394   -1.354174  -1.380288  -1.414955  -0.988726   -1.029019   -1.336884   -1.590607   -1.773791   -1.878806   -1.101277   -1.027433   -1.296467   -1.54502    -1.719623   -1.855555  
  14000.0  -0.5     0.1    -0.343631   -1.065697   -1.148568   -1.157513   -1.186557   -1.135297     -1.086091      -1.201181      -1.168324   -1.33394   -1.354174  -1.380288  -1.414955  -0.988726   -1.029019   -1.336884   -1.590607   -1.773791   -1.878806   -1.101277   -1.027433   -1.296467   -1.54502    -1.719623   -1.855555  
  14000.0  0.0      0.1    -0.343631   -1.065697   -1.148568   -1.157513   -1.186557   -1.135297     -1.086091      -1.201181      -1.168324   -1.33394   -1.354174  -1.380288  -1.414955  -0.988726   -1.029019   -1.336884   -1.590607   -1.773791   -1.878806   -1.101277   -1.027433   -1.296467   -1.54502    -1.719623   -1.855555  
  14000.0  0.5      0.1    -0.343631   -1.065697   -1.148568   -1.157513   -1.186557   -1.135297     -1.086091      -1.201181      -1.168324   -1.33394   -1.354174  -1.380288  -1.414955  -0.988726   -1.029019   -1.336884   -1.590607   -1.773791   -1.878806   -1.101277   -1.027433   -1.296467   -1.54502    -1.719623   -1.855555  
  14000.0  1.0      0.1    -0.343631   -1.065697   -1.148568   -1.157513   -1.186557   -1.135297     -1.086091      -1.201181      -1.168324   -1.33394   -1.354174  -1.380288  -1.414955  -0.988726   -1.029019   -1.336884   -1.590607   -1.773791   -1.878806   -1.101277   -1.027433   -1.296467   -1.54502    -1.719623   -1.855555  
  14000.0  1.5      0.1    -0.343631   -1.065697   -1.148568   -1.157513   -1.186557   -1.135297     -1.086091      -1.201181      -1.168324   -1.33394   -1.354174  -1.380288  -1.414955  -0.988726   -1.029019   -1.336884   -1.590607   -1.773791   -1.878806   -1.101277   -1.027433   -1.296467   -1.54502    -1.719623   -1.855555  
  14000.0  2.0      0.1    -0.343631   -1.065697   -1.148568   -1.157513   -1.186557   -1.135297     -1.086091      -1.201181      -1.168324   -1.33394   -1.354174  -1.380288  -1.414955  -0.988726   -1.029019   -1.336884   -1.590607   -1.773791   -1.878806   -1.101277   -1.027433   -1.296467   -1.54502    -1.719623   -1.855555  
  14000.0  2.5      0.1    -0.392135   -1.025684   -1.132077   -1.155034   -1.194743   -1.121592     -1.06695       -1.205448      -1.173865   -1.329494  -1.35722   -1.388207  -1.42416   -0.98479    -0.997512   -1.334477   -1.59856    -1.772399   -1.874274   -1.134289   -0.995628   -1.291556   -1.551589   -1.724343   -1.850411  
  14000.0  3.0      0.1    -0.43351    -1.018124   -1.13018    -1.159232   -1.203987   -1.122421     -1.066399      -1.21315       -1.185278   -1.331862  -1.362248  -1.396169  -1.431479  -1.008438   -0.990814   -1.338812   -1.606797   -1.780314   -1.87761    -1.170371   -0.988752   -1.294836   -1.559139   -1.734985   -1.853696  
  14000.0  3.5      0.1    -0.470371   -1.021962   -1.131244   -1.163757   -1.211754   -1.12693      -1.071093      -1.220412      -1.197393   -1.335798  -1.367082  -1.403378  -1.437548  -1.043397   -0.991637   -1.343509   -1.613134   -1.790861   -1.883103   -1.206664   -0.989448   -1.298952   -1.565158   -1.746579   -1.859408  
  14000.0  4.0      0.1    -0.50493    -1.031503   -1.132835   -1.167888   -1.218258   -1.132794     -1.077919      -1.227155      -1.209488   -1.340536  -1.371837  -1.410212  -1.443201  -1.08559    -0.995596   -1.347864   -1.618059   -1.802726   -1.889939   -1.243432   -0.993308   -1.302899   -1.570018   -1.758372   -1.866693  
  14000.0  4.5      0.1    -0.537937   -1.044688   -1.133998   -1.171401   -1.223515   -1.139146     -1.085721      -1.233366      -1.221107   -1.345833  -1.376553  -1.416701  -1.448749  -1.133633   -1.001041   -1.351673   -1.621849   -1.815203   -1.897878   -1.280752   -0.998673   -1.306349   -1.573877   -1.769849   -1.875347  
  14000.0  5.0      0.1    -0.568859   -1.060802   -1.134145   -1.173991   -1.227129   -1.145471     -1.093922      -1.238733      -1.231413   -1.351451  -1.380968  -1.422356  -1.453944  -1.186615   -1.007271   -1.354663   -1.624364   -1.827498   -1.906727   -1.317896   -1.00484    -1.308981   -1.576487   -1.780121   -1.885261  
  15000.0  -1.0     0.1    -0.479778   -1.180585   -1.300385   -1.331342   -1.381701   -1.288644     -1.224202      -1.390582      -1.355123   -1.534844  -1.567549  -1.605101  -1.646013  -1.111721   -1.158275   -1.510428   -1.783707   -1.97223    -2.077917   -1.233972   -1.156369   -1.465991   -1.735322   -1.919251   -2.05397   
  15000.0  -0.5     0.1    -0.479778   -1.180585   -1.300385   -1.331342   -1.381701   -1.288644     -1.224202      -1.390582      -1.355123   -1.534844  -1.567549  -1.605101  -1.646013  -1.111721   -1.158275   -1.510428   -1.783707   -1.97223    -2.077917   -1.233972   -1.156369   -1.465991   -1.735322   -1.919251   -2.05397   
