# Teff     logg   Av    Bessell_U   Bessell_B   Bessell_V   Bessell_R   Bessell_I   Gaia_G   Gaia_BP   Gaia_RP   VISTA_Z     VISTA_Y    VISTA_J    VISTA_H    VISTA_Ks   DECam_u     DECam_g     DECam_r     DECam_i     DECam_z     DECam_Y     LSST_u      LSST_g      LSST_r      LSST_i      LSST_z      LSST_y      SDSS_u      SDSS_g      SDSS_r      SDSS_i      SDSS_z     
  4500.0   4.0    0.15  -2.883373   -1.821803   -0.64094    0.037895    0.602181    -0.278343     -0.899229      0.472808       0.767833    1.023099   1.47916    2.080401   2.191632   -3.273784   -1.195918   -0.171577   0.139447    0.309779    0.382967    -3.593967   -1.198924   -0.241856   0.101121    0.260575    0.365014    -3.791305   -1.323401   -0.251444   0.091475    0.286669   
  4500.0   4.5    0.15  -2.900686   -1.825466   -0.655737   0.039246    0.607292    -0.278378     -0.905209      0.477163       0.772051    1.024194   1.480484   2.084642   2.194415   -3.288811   -1.218857   -0.171897   0.144296    0.31507     0.387219    -3.611837   -1.220337   -0.243082   0.105374    0.264622    0.372005    -3.813273   -1.347976   -0.252402   0.095584    0.291327   
  4500.0   5.0    0.15  -2.938835   -1.84011    -0.672244   0.042988    0.617017    -0.276988     -0.913668      0.485472       0.780996    1.029685   1.483723   2.082988   2.193246   -3.318476   -1.248743   -0.170354   0.153365    0.324792    0.395553    -3.648617   -1.248679   -0.24279    0.113696    0.27327     0.38299     -3.855271   -1.38088    -0.251674   0.103618    0.300458   
  4750.0   -1.0   0.15  -3.33584    -1.819926   -0.493467   0.12065     0.619879    -0.206786     -0.795219      0.506147       0.771917    1.042082   1.437676   1.874398   2.00929    -3.682006   -1.063666   -0.081481   0.159124    0.309812    0.388783    -4.053595   -1.07141    -0.141843   0.138578    0.265441    0.358017    -4.224288   -1.19683    -0.150731   0.129915    0.28733    
  4750.0   -0.5   0.15  -3.33584    -1.819926   -0.493467   0.12065     0.619879    -0.206786     -0.795219      0.506147       0.771917    1.042082   1.437676   1.874398   2.00929    -3.682006   -1.063666   -0.081481   0.159124    0.309812    0.388783    -4.053595   -1.07141    -0.141843   0.138578    0.265441    0.358017    -4.224288   -1.19683    -0.150731   0.129915    0.28733    
  4750.0   0.0    0.15  -3.33584    -1.819926   -0.493467   0.12065     0.619879    -0.206786     -0.795219      0.506147       0.771917    1.042082   1.437676   1.874398   2.00929    -3.682006   -1.063666   -0.081481   0.159124    0.309812    0.388783    -4.053595   -1.07141    -0.141843   0.138578    0.265441    0.358017    -4.224288   -1.19683    -0.150731   0.129915    0.28733    
  4750.0   0.5    0.15  -3.001067   -1.718959   -0.444385   0.1574      0.650316    -0.174137     -0.746738      0.534342       0.789847    1.045349   1.443869   1.894379   2.012897   -3.48026    -0.993736   -0.043964   0.1925      0.322705    0.396579    -3.728959   -1.0014     -0.103738   0.171279    0.286077    0.367077    -3.873787   -1.120066   -0.111521   0.163165    0.304837   
  4750.0   1.0    0.15  -2.864432   -1.682064   -0.443397   0.149667    0.642885    -0.176958     -0.740937      0.525912       0.784256    1.03434    1.437153   1.901814   2.017369   -3.343566   -0.977492   -0.05182    0.184659    0.315597    0.385781    -3.588104   -0.985217   -0.110552   0.161543    0.280401    0.357031    -3.738716   -1.100038   -0.118143   0.153452    0.298624   
  4750.0   1.5    0.15  -2.74147    -1.651018   -0.444469   0.142288    0.637027    -0.179718     -0.737179      0.519092       0.779833    1.025239   1.431139   1.90788    2.020178   -3.214335   -0.965709   -0.059425   0.178657    0.310351    0.377608    -3.461654   -0.973378   -0.117593   0.153876    0.27592     0.350034    -3.617892   -1.084934   -0.125097   0.145805    0.293902   
  4750.0   2.0    0.15  -2.632956   -1.624672   -0.447579   0.135274    0.632293    -0.182509     -0.73513       0.513463       0.776055    1.017373   1.425616   1.913339   2.022134   -3.098944   -0.957888   -0.066716   0.174046    0.306322    0.3713      -3.35095    -0.965326   -0.1247     0.147845    0.272145    0.345261    -3.511437   -1.074163   -0.1322     0.139804    0.290119   
  4750.0   2.5    0.15  -2.540998   -1.601268   -0.452446   0.128909    0.628441    -0.185115     -0.734054      0.508852       0.77275     1.010341   1.420448   1.918575   2.02375    -3.003424   -0.953099   -0.073418   0.170514    0.303218    0.36641     -3.258537   -0.960081   -0.131452   0.143125    0.268872    0.342227    -3.421297   -1.066709   -0.138994   0.135127    0.287024   
  4750.0   3.0    0.15  -2.46985    -1.582594   -0.459625   0.123767    0.625961    -0.187415     -0.734361      0.505753       0.770357    1.004606   1.416201   1.92391    2.025557   -2.933848   -0.952808   -0.078946   0.168501    0.3014      0.363286    -3.188834   -0.959079   -0.137297   0.14015     0.266538    0.341202    -3.35142    -1.06431    -0.144915   0.132205    0.28503    
  4750.0   3.5    0.15  -2.423825   -1.56829    -0.468369   0.12077     0.625247    -0.188772     -0.735335      0.504679       0.769327    1.000487   1.413074   1.92907    2.027675   -2.892509   -0.956746   -0.082377   0.168312    0.301233    0.362132    -3.145231   -0.962031   -0.141223   0.139291    0.265552    0.342346    -3.306595   -1.066832   -0.148939   0.131414    0.284511   
  4750.0   4.0    0.15  -2.40639    -1.55955    -0.478299   0.120297    0.626578    -0.189012     -0.737015      0.505917       0.770018    0.998427   1.411544   1.933999   2.030317   -2.880209   -0.965481   -0.083386   0.170114    0.302978    0.363161    -3.130394   -0.969543   -0.14287    0.140711    0.266234    0.345758    -3.290881   -1.075031   -0.150684   0.132904    0.28576    
  4750.0   4.5    0.15  -2.418349   -1.558033   -0.489215   0.122509    0.630197    -0.18813      -0.739731      0.509677       0.772752    0.998752   1.411904   1.938586   2.033514   -2.894842   -0.979803   -0.081855   0.174042    0.306863    0.366513    -3.14419    -0.98245    -0.142124   0.144549    0.268836    0.351523    -3.305292   -1.089902   -0.150037   0.136799    0.289011   
  4750.0   5.0    0.15  -2.457664   -1.564878   -0.501538   0.127347    0.636342    -0.186273     -0.743993      0.516066       0.777824    1.001686   1.414365   1.942761   2.037167   -2.931691   -1.000691   -0.07786    0.180293    0.313032    0.372214    -3.183754   -1.001741   -0.139111   0.150976    0.27363     0.35958     -3.347887   -1.112531   -0.147103   0.143255    0.294473   
  5000.0   -1.0   0.15  -2.88877    -1.576699   -0.393719   0.162       0.61948     -0.148727     -0.677228      0.513465       0.757756    0.997774   1.35052    1.735581   1.853927   -3.258281   -0.895522   -0.037668   0.163707    0.293782    0.358609    -3.594388   -0.90163    -0.089616   0.148591    0.253331    0.336307    -3.782199   -1.011595   -0.097076   0.141504    0.27269    
  5000.0   -0.5   0.15  -2.88877    -1.576699   -0.393719   0.162       0.61948     -0.148727     -0.677228      0.513465       0.757756    0.997774   1.35052    1.735581   1.853927   -3.258281   -0.895522   -0.037668   0.163707    0.293782    0.358609    -3.594388   -0.90163    -0.089616   0.148591    0.253331    0.336307    -3.782199   -1.011595   -0.097076   0.141504    0.27269    
  5000.0   0.0    0.15  -2.88877    -1.576699   -0.393719   0.162       0.61948     -0.148727     -0.677228      0.513465       0.757756    0.997774   1.35052    1.735581   1.853927   -3.258281   -0.895522   -0.037668   0.163707    0.293782    0.358609    -3.594388   -0.90163    -0.089616   0.148591    0.253331    0.336307    -3.782199   -1.011595   -0.097076   0.141504    0.27269    
  5000.0   0.5    0.15  -2.592223   -1.489966   -0.350976   0.195768    0.64988     -0.119281     -0.635247      0.540923       0.774328    1.001405   1.359482   1.757085   1.860487   -3.080898   -0.835648   -0.003358   0.197232    0.305662    0.366595    -3.309773   -0.841657   -0.055234   0.181219    0.272766    0.345993    -3.469396   -0.945864   -0.061785   0.1745      0.289212   
  5000.0   1.0    0.15  -2.387776   -1.433696   -0.332716   0.207022    0.661163    -0.106955     -0.61376       0.549878       0.78036     0.997645   1.359503   1.768364   1.863444   -2.918028   -0.802505   0.007941    0.209746    0.308317    0.365276    -3.109797   -0.808615   -0.04367    0.191948    0.2802      0.34568     -3.257662   -0.908428   -0.049704   0.185364    0.294791   
  5000.0   1.5    0.15  -2.280519   -1.409851   -0.33522    0.199461    0.654232    -0.110725     -0.611519      0.542017       0.774919    0.98822    1.354184   1.773564   1.866829   -2.803143   -0.79487    2.52E-4     0.20241     0.301258    0.355392    -3.000873   -0.801138   -0.050742   0.183079    0.274654    0.335875    -3.150933   -0.898333   -0.056639   0.176497    0.288651   
  5000.0   2.0    0.15  -2.189693   -1.3914     -0.338667   0.192598    0.648704    -0.114294     -0.610744      0.535647       0.770601    0.980733   1.34963    1.777711   1.869046   -2.70468    -0.790472   -0.006798   0.196651    0.295917    0.347857    -2.909517   -0.796792   -0.057461   0.176072    0.270233    0.328716    -3.060733   -0.891904   -0.063303   0.16948     0.283883   
  5000.0   2.5    0.15  -2.115401   -1.376051   -0.342538   0.186421    0.643875    -0.117553     -0.610516      0.530212       0.766788    0.9744     1.34555    1.781357   1.870651   -2.626327   -0.787655   -0.013165   0.191754    0.291605    0.3419      -2.836193   -0.79388    -0.063628   0.170208    0.266311    0.323403    -2.986894   -0.887256   -0.069464   0.163616    0.279837   
  5000.0   3.0    0.15  -2.05835    -1.363288   -0.346926   0.181262    0.639943    -0.120285     -0.610617      0.525904       0.763593    0.969113   1.342006   1.784907   1.872105   -2.570174   -0.786328   -0.018511   0.187916    0.28836     0.337443    -2.781468   -0.79227    -0.068894   0.165676    0.263014    0.319874    -2.929757   -0.884305   -0.074769   0.159106    0.276602   
  5000.0   3.5    0.15  -2.020344   -1.353598   -0.352217   0.177702    0.637576    -0.122174     -0.611136      0.523336       0.761534    0.965245   1.339435   1.788656   1.873863   -2.537621   -0.787219   -0.022279   0.185793    0.286628    0.334879    -2.746907   -0.792658   -0.072763   0.16311     0.260881    0.318508    -2.891253   -0.883893   -0.078723   0.156579    0.274688   
  5000.0   4.0    0.15  -2.003971   -1.346548   -0.358243   0.176387    0.636978    -0.122858     -0.611692      0.522824       0.760871    0.962965   1.337934   1.792515   1.876131   -2.528355   -0.790529   -0.023841   0.185505    0.286609    0.334352    -2.734162   -0.795206   -0.074546   0.162643    0.260122    0.319419    -2.874587   -0.886326   -0.080614   0.156179    0.2743     
  5000.0   4.5    0.15  -2.011156   -1.343405   -0.365143   0.177958    0.638911    -0.122019     -0.612512      0.525104       0.762324    0.962941   1.338051   1.796497   1.879148   -2.541806   -0.797427   -0.022572   0.187752    0.288931    0.336434    -2.744475   -0.801088   -0.073707   0.164978    0.261422    0.323134    -2.882123   -0.893002   -0.07991    0.158604    0.276102   
  5000.0   5.0    0.15  -2.042244   -1.345502   -0.373166   0.182455    0.643545    -0.119788     -0.614052      0.530292       0.766128    0.965414   1.340016   1.800576   1.882944   -2.575973   -0.809051   -0.018439   0.192649    0.293729    0.341188    -2.777586   -0.811451   -0.070243   0.170231    0.26497     0.329665    -2.91455    -0.905249   -0.076618   0.163956    0.280256   
  5250.0   -1.0   0.15  -2.4417     -1.333473   -0.293972   0.203351    0.619082    -0.090669     -0.559238      0.520782       0.743594    0.953467   1.263365   1.596763   1.698565   -2.834555   -0.727379   0.006146    0.168291    0.277752    0.328434    -3.13518    -0.73185    -0.037388   0.158603    0.241222    0.314596    -3.340109   -0.82636    -0.04342    0.153094    0.258051   
  5250.0   -0.5   0.15  -2.4417     -1.333473   -0.293972   0.203351    0.619082    -0.090669     -0.559238      0.520782       0.743594    0.953467   1.263365   1.596763   1.698565   -2.834555   -0.727379   0.006146    0.168291    0.277752    0.328434    -3.13518    -0.73185    -0.037388   0.158603    0.241222    0.314596    -3.340109   -0.82636    -0.04342    0.153094    0.258051   
  5250.0   0.0    0.15  -2.4417     -1.333473   -0.293972   0.203351    0.619082    -0.090669     -0.559238      0.520782       0.743594    0.953467   1.263365   1.596763   1.698565   -2.834555   -0.727379   0.006146    0.168291    0.277752    0.328434    -3.13518    -0.73185    -0.037388   0.158603    0.241222    0.314596    -3.340109   -0.82636    -0.04342    0.153094    0.258051   
  5250.0   0.5    0.15  -2.183378   -1.260974   -0.257567   0.234136    0.649444    -0.064425     -0.523756      0.547504       0.75881     0.957461   1.275094   1.619792   1.708077   -2.681537   -0.677559   0.037248    0.201964    0.28862     0.336611    -2.890587   -0.681914   -0.006729   0.19116     0.259456    0.32491     -3.065006   -0.771663   -0.012049   0.185834    0.273587   
  5250.0   1.0    0.15  -2.066751   -1.240964   -0.260615   0.228477    0.644979    -0.067579     -0.522264      0.541075       0.752725    0.94679    1.272181   1.63186    1.71629    -2.575328   -0.67216    0.031472    0.197532    0.279308    0.324736    -2.77494    -0.676864   -0.01233    0.184937    0.254003    0.311879    -2.944556   -0.764241   -0.017383   0.179623    0.266618   
  5250.0   1.5    0.15  -1.904751   -1.200057   -0.249386   0.23515     0.653599    -0.059612     -0.507596      0.547401       0.757144    0.943067   1.272319   1.638896   1.717797   -2.439463   -0.650262   0.037992    0.207108    0.281075    0.323184    -2.619505   -0.655013   -0.005761   0.192743    0.259393    0.312021    -2.775945   -0.739163   -0.010528   0.187404    0.270689   
  5250.0   2.0    0.15  -1.821544   -1.187649   -0.254647   0.227881    0.647758    -0.06421      -0.508724      0.540498       0.752013    0.934976   1.268266   1.643472   1.720819   -2.352872   -0.649749   0.030553    0.201012    0.274299    0.314393    -2.53769    -0.654688   -0.013026   0.185355    0.254266    0.302949    -2.691416   -0.737215   -0.01771    0.179988    0.264917   
  5250.0   2.5    0.15  -1.75394    -1.178447   -0.259616   0.221626    0.64275     -0.068291     -0.510127      0.534722       0.747763    0.928502   1.264759   1.647114   1.722937   -2.285289   -0.650331   0.02414     0.195822    0.26893     0.307496    -2.472685   -0.655361   -0.019329   0.179186    0.249969    0.295941    -2.622326   -0.73663    -0.023967   0.173801    0.260201   
  5250.0   3.0    0.15  -1.703199   -1.172672   -0.264317   0.216722    0.638918    -0.071641     -0.511767      0.530386       0.744579    0.923625   1.262001   1.650351   1.72468    -2.239417   -0.652014   0.019098    0.191904    0.265062    0.302462    -2.425829   -0.657025   -0.024361   0.174622    0.246709    0.29099     -2.569672   -0.73744    -0.028997   0.169233    0.256695   
  5250.0   3.5    0.15  -1.669654   -1.168487   -0.268312   0.213379    0.636165    -0.073916     -0.512865      0.527433       0.742328    0.920129   1.260031   1.653447   1.726442   -2.214548   -0.653615   0.015632    0.189152    0.262534    0.299139    -2.396983   -0.658465   -0.027818   0.171519    0.244351    0.287947    -2.534037   -0.73832    -0.032479   0.166148    0.254266   
  5250.0   4.0    0.15  -1.654706   -1.166176   -0.271888   0.212134    0.634949    -0.074869     -0.513497      0.526356       0.741349    0.918219   1.259056   1.656591   1.728577   -2.210124   -0.655754   0.01429     0.188029    0.26164     0.297787    -2.386913   -0.660271   -0.029219   0.170351    0.243237    0.28709     -2.517105   -0.739952   -0.033939   0.165032    0.253245   
  5250.0   4.5    0.15  -1.65989    -1.165683   -0.275148   0.213569    0.635957    -0.074102     -0.513551      0.527778       0.742216    0.918321   1.259414   1.659901   1.731381   -2.225263   -0.658874   0.015605    0.189189    0.262885    0.298864    -2.396495   -0.662845   -0.02807    0.171741    0.243925    0.288888    -2.52086    -0.742846   -0.032885   0.166504    0.254175   
  5250.0   5.0    0.15  -1.685971   -1.167603   -0.27887    0.217726    0.639396    -0.07177      -0.513526      0.531871       0.745176    0.920624   1.261285   1.663362   1.735007   -2.258526   -0.66425    0.019631    0.192806    0.266449    0.302535    -2.425906   -0.667432   -0.024396   0.17583     0.246623    0.293507    -2.546487   -0.748389   -0.02935    0.170701    0.257265   
  5500.0   -1.0   0.15  -1.99463    -1.090246   -0.194224   0.244701    0.618683    -0.03261      -0.441247      0.5281         0.729433    0.909159   1.176209   1.457946   1.543202   -2.41083    -0.559235   0.049959    0.172874    0.261722    0.29826     -2.675974   -0.56207    0.014839    0.168616    0.229112    0.292886    -2.89802    -0.641125   0.010235    0.164683    0.243411   
  5500.0   -0.5   0.15  -1.99463    -1.090246   -0.194224   0.244701    0.618683    -0.03261      -0.441247      0.5281         0.729433    0.909159   1.176209   1.457946   1.543202   -2.41083    -0.559235   0.049959    0.172874    0.261722    0.29826     -2.675974   -0.56207    0.014839    0.168616    0.229112    0.292886    -2.89802    -0.641125   0.010235    0.164683    0.243411   
  5500.0   0.0    0.15  -1.99463    -1.090246   -0.194224   0.244701    0.618683    -0.03261      -0.441247      0.5281         0.729433    0.909159   1.176209   1.457946   1.543202   -2.41083    -0.559235   0.049959    0.172874    0.261722    0.29826     -2.675974   -0.56207    0.014839    0.168616    0.229112    0.292886    -2.89802    -0.641125   0.010235    0.164683    0.243411   
  5500.0   0.5    0.15  -1.774534   -1.031981   -0.164158   0.272504    0.649008    -0.009569     -0.412265      0.554085       0.743291    0.913517   1.190707   1.482498   1.555667   -2.282176   -0.519471   0.077854    0.206696    0.271577    0.306627    -2.471401   -0.522171   0.041775    0.2011      0.246145    0.303826    -2.660615   -0.597461   0.037687    0.197169    0.257962   
  5500.0   1.0    0.15  -1.745726   -1.048232   -0.188513   0.249933    0.628795    -0.028204     -0.430767      0.532273       0.725089    0.895934   1.184859   1.495357   1.569135   -2.232627   -0.541814   0.055004    0.185319    0.2503      0.284196    -2.440084   -0.545113   0.019009    0.177926    0.227807    0.278079    -2.631449   -0.620055   0.014937    0.173882    0.238446   
  5500.0   1.5    0.15  -1.654244   -1.038324   -0.194193   0.244106    0.626002    -0.032209     -0.432729      0.527349       0.720153    0.887166   1.183059   1.504805   1.575751   -2.152125   -0.543031   0.048883    0.182771    0.242748    0.274837    -2.353407   -0.546616   0.012622    0.173643    0.223423    0.268402    -2.535306   -0.620036   0.008679    0.169511    0.2329     
  5500.0   2.0    0.15  -1.524451   -1.011535   -0.188421   0.247504    0.631832    -0.028091     -0.423799      0.531015       0.722161    0.882826   1.1832     1.50975    1.576939   -2.045293   -0.530591   0.052121    0.189367    0.242149    0.271692    -2.231685   -0.534215   0.015722    0.178745    0.226245    0.266489    -2.398117   -0.605461   0.011932    0.174539    0.234498   
  5500.0   2.5    0.15  -1.460154   -1.00838    -0.195307   0.240737    0.62715     -0.033266     -0.427504      0.525146       0.717495    0.875802   1.18024    1.514348   1.579932   -1.988008   -0.535231   0.045115    0.184557    0.235848    0.263965    -2.17231    -0.539034   0.008579    0.172803    0.221674    0.258384    -2.330273   -0.609452   0.00483     0.16854     0.229265   
  5500.0   3.0    0.15  -1.40966    -1.007715   -0.201411   0.235425    0.623513    -0.037568     -0.431008      0.520673       0.714048    0.870592   1.177901   1.518213   1.582267   -1.948835   -0.540178   0.039601    0.180801    0.231235    0.258266    -2.127783   -0.544089   0.002886    0.168252    0.21825     0.252407    -2.27599    -0.614002   -8.43E-4    0.163954    0.225375   
  5500.0   3.5    0.15  -1.374578   -1.008999   -0.206371   0.231927    0.621099    -0.04066      -0.433907      0.517799       0.711886    0.867111   1.176365   1.521675   1.584363   -1.928466   -0.544792   0.035969    0.178302    0.228323    0.254537    -2.099231   -0.548729   -9.28E-4    0.16531     0.216053    0.248528    -2.236901   -0.618443   -0.004661   0.161002    0.222877   
  5500.0   4.0    0.15  -1.35636    -1.011359   -0.209777   0.230705    0.620199    -0.042114     -0.43568       0.516816       0.711172    0.86545    1.175854   1.524957   1.586625   -1.926281   -0.548496   0.034659    0.177367    0.227218    0.252903    -2.087526   -0.552354   -0.002382   0.164258    0.215249    0.246873    -2.21491    -0.622141   -0.006132   0.159973    0.221926   
  5500.0   4.5    0.15  -1.356464   -1.014479   -0.211689   0.232149    0.621288    -0.041626     -0.436217      0.518179       0.712275    0.865859   1.176604   1.528145   1.589428   -1.941352   -0.55138    0.036054    0.17847     0.228238    0.253666    -2.093462   -0.555027   -0.001155   0.165554    0.216198    0.247772    -2.211859   -0.625146   -0.00495    0.161326    0.222875   
  5500.0   5.0    0.15  -1.375965   -1.018423   -0.212466   0.236498    0.624669    -0.039116     -0.435647      0.52215        0.715388    0.868489   1.178807   1.531431   1.593005   -1.972834   -0.554048   0.040384    0.181917    0.231532    0.257001    -2.117652   -0.557313   0.002934    0.169486    0.219076    0.251412    -2.229188   -0.628086   -9.44E-4    0.165351    0.225906   
  5750.0   -1.0   0.15  -1.54756    -0.84702    -0.094477   0.286051    0.618284    0.025448      -0.323257      0.535417       0.715272    0.864852   1.089054   1.319129   1.38784    -1.987105   -0.391091   0.093772    0.177458    0.245692    0.268085    -2.216767   -0.39229    0.067066    0.178629    0.217003    0.271175    -2.455931   -0.45589    0.06389     0.176272    0.228772   
  5750.0   -0.5   0.15  -1.54756    -0.84702    -0.094477   0.286051    0.618284    0.025448      -0.323257      0.535417       0.715272    0.864852   1.089054   1.319129   1.38784    -1.987105   -0.391091   0.093772    0.177458    0.245692    0.268085    -2.216767   -0.39229    0.067066    0.178629    0.217003    0.271175    -2.455931   -0.45589    0.06389     0.176272    0.228772   
  5750.0   0.0    0.15  -1.54756    -0.84702    -0.094477   0.286051    0.618284    0.025448      -0.323257      0.535417       0.715272    0.864852   1.089054   1.319129   1.38784    -1.987105   -0.391091   0.093772    0.177458    0.245692    0.268085    -2.216767   -0.39229    0.067066    0.178629    0.217003    0.271175    -2.455931   -0.45589    0.06389     0.176272    0.228772   
  5750.0   0.5    0.15  -1.493222   -0.853628   -0.105651   0.279129    0.616033    0.018221      -0.331984      0.529846       0.70599     0.855584   1.095808   1.343353   1.408754   -1.9467     -0.402243   0.086563    0.175978    0.233202    0.256166    -2.168063   -0.403806   0.059044    0.175514    0.209103    0.257846    -2.393768   -0.467056   0.055914    0.172923    0.219325   
  5750.0   1.0    0.15  -1.424701   -0.8555     -0.116412   0.271388    0.612611    0.011172      -0.339271      0.52347        0.697454    0.845079   1.097537   1.358853   1.421981   -1.889927   -0.411469   0.078535    0.173105    0.221291    0.243656    -2.105227   -0.413362   0.050349    0.170915    0.20161     0.244278    -2.318343   -0.475868   0.047258    0.168141    0.210273   
  5750.0   1.5    0.15  -1.403736   -0.876592   -0.138999   0.253062    0.598406    -0.004807     -0.357863      0.507297       0.683161    0.831266   1.093798   1.370714   1.433705   -1.864787   -0.435799   0.059775    0.158435    0.20442     0.226489    -2.087309   -0.43822    0.031006    0.154542    0.187452    0.224784    -2.294668   -0.500909   0.027886    0.151619    0.195112   
  5750.0   2.0    0.15  -1.330982   -0.876453   -0.146652   0.247248    0.596574    -0.009964     -0.362999      0.50322        0.678517    0.823685   1.093176   1.379171   1.440026   -1.810144   -0.442684   0.053605    0.157005    0.1973      0.218295    -2.022743   -0.445346   0.024242    0.151534    0.183387    0.216444    -2.21526    -0.507318   0.021157    0.148474    0.189987   
  5750.0   2.5    0.15  -1.225533   -0.862258   -0.14529    0.248502    0.600725    -0.008892     -0.359073      0.50518        0.678785    0.818846   1.093294   1.383302   1.441079   -1.730587   -0.438486   0.054648    0.161787    0.194742    0.213817    -1.926976   -0.441188   0.024896    0.15505     0.184471    0.212487    -2.101126   -0.501922   0.021878    0.151893    0.189751   
  5750.0   3.0    0.15  -1.175041   -0.867038   -0.153272   0.242453    0.597391    -0.014481     -0.36495       0.500538       0.674895    0.812956   1.091432   1.388271   1.444299   -1.699231   -0.447142   0.048296    0.158395    0.18923     0.207291    -1.884899   -0.450018   0.018122    0.150656    0.180751    0.205578    -2.044759   -0.510579   0.015111    0.147419    0.185362   
  5750.0   3.5    0.15  -1.136443   -0.872733   -0.159759   0.238121    0.59512     -0.018773     -0.369849      0.497376       0.672468    0.80884    1.09013    1.392593   1.446971   -1.682518   -0.454753   0.043727    0.156012    0.185628    0.202794    -1.855028   -0.457748   0.013181    0.147611    0.178389    0.200811    -2.000281   -0.518372   0.010163    0.144323    0.182509   
  5750.0   4.0    0.15  -1.111665   -0.879296   -0.164457   0.236213    0.594468    -0.021297     -0.373488      0.49628        0.671798    0.806862   1.089826   1.396545   1.4496     -1.680747   -0.461147   0.041684    0.155254    0.184183    0.200678    -1.838806   -0.464198   0.010783    0.146556    0.177703    0.198514    -1.96984    -0.525126   0.007751    0.143253    0.181495   
  5750.0   4.5    0.15  -1.103118   -0.885897   -0.166847   0.237135    0.595781    -0.021619     -0.375377      0.497558       0.673118    0.807123   1.090748   1.400233   1.45257    -1.693659   -0.465686   0.042536    0.156487    0.185052    0.201098    -1.837916   -0.468713   0.011334    0.147819    0.178919    0.198854    -1.956338   -0.530144   0.008279    0.144537    0.182527   
  5750.0   5.0    0.15  -1.112676   -0.892439   -0.167103   0.241159    0.599407    -0.019581     -0.375555      0.501527       0.676617    0.809813   1.093138   1.403827   1.456216   -1.721138   -0.468608   0.046563    0.160081    0.188378    0.204252    -1.853768   -0.471507   0.015042    0.151759    0.182222    0.202038    -1.962      -0.533607   0.01194     0.148537    0.185792   
  6000.0   -1.0   0.15  -1.256339   -0.691676   -0.060411   0.273306    0.57103     0.036756      -0.26274       0.494172       0.661554    0.791556   0.994976   1.203562   1.262738   -1.646721   -0.299022   0.082622    0.132233    0.188122    0.198561    -1.908152   -0.299735   0.063749    0.136561    0.164112    0.20374     -2.174431   -0.351464   0.061535    0.135316    0.173092   
  6000.0   -0.5   0.15  -1.256339   -0.691676   -0.060411   0.273306    0.57103     0.036756      -0.26274       0.494172       0.661554    0.791556   0.994976   1.203562   1.262738   -1.646721   -0.299022   0.082622    0.132233    0.188122    0.198561    -1.908152   -0.299735   0.063749    0.136561    0.164112    0.20374     -2.174431   -0.351464   0.061535    0.135316    0.173092   
  6000.0   0.0    0.15  -1.256339   -0.691676   -0.060411   0.273306    0.57103     0.036756      -0.26274       0.494172       0.661554    0.791556   0.994976   1.203562   1.262738   -1.646721   -0.299022   0.082622    0.132233    0.188122    0.198561    -1.908152   -0.299735   0.063749    0.136561    0.164112    0.20374     -2.174431   -0.351464   0.061535    0.135316    0.173092   
  6000.0   0.5    0.15  -1.256339   -0.691676   -0.060411   0.273306    0.57103     0.036756      -0.26274       0.494172       0.661554    0.791556   0.994976   1.203562   1.262738   -1.646721   -0.299022   0.082622    0.132233    0.188122    0.198561    -1.908152   -0.299735   0.063749    0.136561    0.164112    0.20374     -2.174431   -0.351464   0.061535    0.135316    0.173092   
  6000.0   1.0    0.15  -1.209697   -0.704886   -0.072099   0.268502    0.571842    0.029921      -0.273245      0.491499       0.653663    0.784139   1.001797   1.223122   1.27995    -1.616293   -0.314437   0.077533    0.13425     0.176983    0.188765    -1.869196   -0.315419   0.057359    0.137191    0.157782    0.19272     -2.118917   -0.36743    0.055098    0.135695    0.16518    
  6000.0   1.5    0.15  -1.153229   -0.714859   -0.083806   0.262018    0.570809    0.022596      -0.282996      0.487245       0.64617     0.775365   1.004538   1.236623   1.291659   -1.577449   -0.328568   0.070666    0.134098    0.166093    0.178142    -1.821211   -0.329823   0.049389    0.135442    0.151482    0.181165    -2.05403    -0.381782   0.047093    0.133726    0.157323   
  6000.0   2.0    0.15  -1.137514   -0.74137    -0.104884   0.246993    0.561317    0.008162      -0.3022        0.475425       0.634873    0.764545   1.003152   1.248592   1.303112   -1.574994   -0.354776   0.055088    0.124643    0.15245     0.164899    -1.813802   -0.356477   0.032762    0.124323    0.140528    0.1664      -2.032403   -0.409176   0.030381    0.12241     0.145477   
  6000.0   2.5    0.15  -1.077726   -0.749805   -0.114087   0.241307    0.56032     0.001878      -0.310142      0.472002       0.630422    0.757704   1.003381   1.256692   1.309292   -1.542192   -0.366499   0.048964    0.124118    0.14538     0.157262    -1.765104   -0.368402   0.025776    0.122341    0.136733    0.158484    -1.963844   -0.421107   0.023361    0.120263    0.140569   
  6000.0   3.0    0.15  -0.990248   -0.74565    -0.116215   0.241061    0.563686    6.24E-4       -0.310304      0.473047       0.62987     0.752625   1.003574   1.260749   1.310412   -1.486696   -0.368752   0.048419    0.127962    0.141813    0.152073    -1.689337   -0.370705   0.024571    0.125031    0.13703     0.153338    -1.866402   -0.422864   0.022165    0.122836    0.139446   
