# Teff     logg   Av    Bessell_U   Bessell_B   Bessell_V   Bessell_R   Bessell_I   Gaia_G   Gaia_BP   Gaia_RP   VISTA_Z     VISTA_Y    VISTA_J    VISTA_H    VISTA_Ks   DECam_u     DECam_g     DECam_r     DECam_i     DECam_z     DECam_Y     LSST_u      LSST_g      LSST_r      LSST_i      LSST_z      LSST_y      SDSS_u      SDSS_g      SDSS_r      SDSS_i      SDSS_z     
  7500.0   0.5    0.3   -0.633262   -0.365168   -0.167453   -0.027735   0.129278    -0.136555     -0.25572       0.088573       0.244226    0.297818   0.365697   0.460871   0.497035   -0.763351   -0.194356   -0.213818   -0.308834   -0.23092    -0.272331   -1.205485   -0.193848   -0.20004    -0.289929   -0.260557   -0.254455   -1.631149   -0.202673   -0.199148   -0.286445   -0.254571  
  7500.0   1.0    0.3   -0.633262   -0.365168   -0.167453   -0.027735   0.129278    -0.136555     -0.25572       0.088573       0.244226    0.297818   0.365697   0.460871   0.497035   -0.763351   -0.194356   -0.213818   -0.308834   -0.23092    -0.272331   -1.205485   -0.193848   -0.20004    -0.289929   -0.260557   -0.254455   -1.631149   -0.202673   -0.199148   -0.286445   -0.254571  
  7500.0   1.5    0.3   -0.672584   -0.371284   -0.166953   -0.0212     0.137155    -0.134402     -0.257231      0.094807       0.23729     0.305022   0.381746   0.477485   0.514375   -0.816072   -0.196293   -0.20739    -0.297663   -0.236297   -0.268198   -1.248636   -0.195541   -0.194719   -0.277709   -0.26537    -0.251607   -1.666602   -0.205338   -0.194095   -0.27443    -0.259033  
  7500.0   2.0    0.3   -0.704197   -0.394132   -0.169525   -0.014613   0.147417    -0.136215     -0.266017      0.101815       0.230027    0.30805    0.395804   0.49273    0.530527   -0.87977    -0.209181   -0.201098   -0.283884   -0.244842   -0.268493   -1.292058   -0.208293   -0.190041   -0.26382    -0.270042   -0.253426   -1.68613    -0.220296   -0.189688   -0.260792   -0.264505  
  7500.0   2.5    0.3   -0.721492   -0.425968   -0.175633   -0.010346   0.157466    -0.141462     -0.27964       0.107559       0.222922    0.307672   0.407454   0.506582   0.544994   -0.942355   -0.22914    -0.197335   -0.270657   -0.255123   -0.272209   -1.326457   -0.228204   -0.188211   -0.25132    -0.27451    -0.258748   -1.686486   -0.242889   -0.188147   -0.248571   -0.270474  
  7500.0   3.0    0.3   -0.722699   -0.472346   -0.183995   -0.005403   0.169759    -0.14936      -0.298954      0.115098       0.219669    0.307765   0.419231   0.520989   0.558929   -1.001379   -0.258941   -0.19303    -0.25581    -0.262748   -0.275338   -1.349653   -0.258125   -0.186252   -0.237618   -0.275283   -0.263428   -1.666401   -0.276574   -0.186458   -0.235135   -0.273196  
  7500.0   3.5    0.3   -0.706786   -0.522209   -0.196114   -0.004076   0.180298    -0.160017     -0.321236      0.120407       0.217487    0.30552    0.428775   0.534707   0.571248   -1.046276   -0.292848   -0.19251    -0.243628   -0.270073   -0.280546   -1.356527   -0.292263   -0.188214   -0.227066   -0.275249   -0.270068   -1.629396   -0.314363   -0.188705   -0.224881   -0.275428  
  7500.0   4.0    0.3   -0.679796   -0.565109   -0.212997   -0.009138   0.186194    -0.173083     -0.343752      0.120814       0.214415    0.299331   0.434346   0.546693   0.581063   -1.080485   -0.325219   -0.198471   -0.237157   -0.278529   -0.289255   -1.351483   -0.324832   -0.196587   -0.222584   -0.2765     -0.280056   -1.583534   -0.349506   -0.197385   -0.220739   -0.279066  
  7500.0   4.5    0.3   -0.652217   -0.610862   -0.235069   -0.019654   0.187459    -0.189449     -0.369674      0.11713        0.2113      0.291769   0.43797    0.560445   0.591878   -1.116966   -0.360662   -0.209826   -0.236285   -0.28635    -0.298757   -1.345628   -0.360528   -0.210286   -0.223715   -0.278554   -0.290578   -1.537976   -0.387594   -0.21137    -0.222234   -0.283147  
  7500.0   5.0    0.3   -0.603834   -0.641435   -0.24968    -0.025036   0.191974    -0.200028     -0.386304      0.117331       0.21273     0.28547    0.439803   0.568695   0.59593    -1.127084   -0.384728   -0.215728   -0.232508   -0.289653   -0.306237   -1.316356   -0.384788   -0.218132   -0.221346   -0.275979   -0.298644   -1.473385   -0.413387   -0.219446   -0.220138   -0.282936  
  7750.0   -1.0   0.3   -0.555817   -0.359546   -0.187443   -0.064793   0.075003    -0.163385     -0.267267      0.037616       0.186875    0.22406    0.27868    0.36236    0.393057   -0.690998   -0.203317   -0.25029    -0.362132   -0.29289    -0.343155   -1.13329    -0.202874   -0.233381   -0.341364   -0.318345   -0.323962   -1.549441   -0.208962   -0.231993   -0.337303   -0.31466   
  7750.0   -0.5   0.3   -0.555817   -0.359546   -0.187443   -0.064793   0.075003    -0.163385     -0.267267      0.037616       0.186875    0.22406    0.27868    0.36236    0.393057   -0.690998   -0.203317   -0.25029    -0.362132   -0.29289    -0.343155   -1.13329    -0.202874   -0.233381   -0.341364   -0.318345   -0.323962   -1.549441   -0.208962   -0.231993   -0.337303   -0.31466   
  7750.0   0.0    0.3   -0.555817   -0.359546   -0.187443   -0.064793   0.075003    -0.163385     -0.267267      0.037616       0.186875    0.22406    0.27868    0.36236    0.393057   -0.690998   -0.203317   -0.25029    -0.362132   -0.29289    -0.343155   -1.13329    -0.202874   -0.233381   -0.341364   -0.318345   -0.323962   -1.549441   -0.208962   -0.231993   -0.337303   -0.31466   
  7750.0   0.5    0.3   -0.555817   -0.359546   -0.187443   -0.064793   0.075003    -0.163385     -0.267267      0.037616       0.186875    0.22406    0.27868    0.36236    0.393057   -0.690998   -0.203317   -0.25029    -0.362132   -0.29289    -0.343155   -1.13329    -0.202874   -0.233381   -0.341364   -0.318345   -0.323962   -1.549441   -0.208962   -0.231993   -0.337303   -0.31466   
  7750.0   1.0    0.3   -0.555817   -0.359546   -0.187443   -0.064793   0.075003    -0.163385     -0.267267      0.037616       0.186875    0.22406    0.27868    0.36236    0.393057   -0.690998   -0.203317   -0.25029    -0.362132   -0.29289    -0.343155   -1.13329    -0.202874   -0.233381   -0.341364   -0.318345   -0.323962   -1.549441   -0.208962   -0.231993   -0.337303   -0.31466   
  7750.0   1.5    0.3   -0.592459   -0.346482   -0.184394   -0.061483   0.077342    -0.158262     -0.261042      0.039703       0.177908    0.231571   0.291717   0.374798   0.406992   -0.725808   -0.193151   -0.247141   -0.356898   -0.298109   -0.33827    -1.167233   -0.192366   -0.230522   -0.334608   -0.325785   -0.319945   -1.589565   -0.197868   -0.229442   -0.330703   -0.320799  
  7750.0   2.0    0.3   -0.633161   -0.36131    -0.18364    -0.054341   0.085917    -0.157803     -0.265599      0.04607        0.169895    0.236348   0.305064   0.387785   0.421414   -0.790879   -0.199382   -0.240211   -0.344671   -0.305901   -0.336693   -1.216331   -0.198404   -0.224747   -0.32175    -0.331463   -0.319704   -1.622252   -0.205691   -0.223949   -0.318031   -0.326609  
  7750.0   2.5    0.3   -0.663515   -0.388336   -0.185889   -0.048174   0.095617    -0.160828     -0.275803      0.052259       0.161973    0.237853   0.31682    0.400062   0.434811   -0.861729   -0.214036   -0.234474   -0.331461   -0.315846   -0.33863    -1.261567   -0.212948   -0.220511   -0.308788   -0.336799   -0.323202   -1.637852   -0.222867   -0.220011   -0.305291   -0.332926  
  7750.0   3.0    0.3   -0.678459   -0.425098   -0.19282    -0.044666   0.105746    -0.167728     -0.291673      0.057591       0.155284    0.236681   0.327265   0.412484   0.447786   -0.930295   -0.236876   -0.23164    -0.318401   -0.326433   -0.343294   -1.296458   -0.235766   -0.219665   -0.296845   -0.340857   -0.329551   -1.633694   -0.248757   -0.219498   -0.293624   -0.338694  
  7750.0   3.5    0.3   -0.675488   -0.47629    -0.202153   -0.040209   0.1185      -0.177191     -0.313243      0.065162       0.153286    0.236591   0.338426   0.426219   0.460658   -0.990907   -0.269694   -0.227935   -0.303537   -0.333341   -0.34677    -1.31712    -0.268769   -0.218433   -0.283357   -0.340402   -0.334632   -1.608204   -0.285839   -0.218563   -0.280399   -0.340379  
  7750.0   4.0    0.3   -0.656272   -0.527209   -0.216336   -0.040824   0.128527    -0.18954      -0.337132      0.069437       0.15192     0.233293   0.3469     0.439442   0.471901   -1.035835   -0.305058   -0.229423   -0.292523   -0.340342   -0.353136   -1.321173   -0.304384   -0.222505   -0.274163   -0.339595   -0.342492   -1.567904   -0.324998   -0.222961   -0.271522   -0.342065  
  7750.0   4.5    0.3   -0.632924   -0.577784   -0.238757   -0.050267   0.132       -0.206681     -0.365096      0.067174       0.149161    0.226066   0.352105   0.454092   0.483749   -1.079221   -0.343391   -0.239763   -0.289277   -0.348563   -0.362856   -1.320705   -0.34297    -0.235464   -0.273076   -0.340925   -0.353499   -1.52509    -0.366397   -0.236259   -0.270825   -0.34576   
  7750.0   5.0    0.3   -0.587852   -0.613071   -0.254515   -0.055609   0.13791     -0.21857      -0.384151      0.067926       0.150697    0.219383   0.354936   0.463261   0.488671   -1.095461   -0.37067    -0.245711   -0.2841     -0.352562   -0.371269   -1.295865   -0.370446   -0.243595   -0.269518   -0.337926   -0.362748   -1.462519   -0.395747   -0.244663   -0.267578   -0.345497  
  8000.0   -1.0   0.3   -0.496425   -0.385705   -0.218929   -0.102109   0.026693    -0.199091     -0.295755      -0.009862      0.129176    0.150287   0.197971   0.272233   0.297084   -0.659976   -0.235059   -0.287013   -0.408504   -0.357621   -0.415117   -1.087654   -0.234749   -0.268893   -0.38653    -0.375548   -0.395484   -1.476523   -0.240131   -0.267094   -0.382068   -0.375134  
  8000.0   -0.5   0.3   -0.496425   -0.385705   -0.218929   -0.102109   0.026693    -0.199091     -0.295755      -0.009862      0.129176    0.150287   0.197971   0.272233   0.297084   -0.659976   -0.235059   -0.287013   -0.408504   -0.357621   -0.415117   -1.087654   -0.234749   -0.268893   -0.38653    -0.375548   -0.395484   -1.476523   -0.240131   -0.267094   -0.382068   -0.375134  
  8000.0   0.0    0.3   -0.496425   -0.385705   -0.218929   -0.102109   0.026693    -0.199091     -0.295755      -0.009862      0.129176    0.150287   0.197971   0.272233   0.297084   -0.659976   -0.235059   -0.287013   -0.408504   -0.357621   -0.415117   -1.087654   -0.234749   -0.268893   -0.38653    -0.375548   -0.395484   -1.476523   -0.240131   -0.267094   -0.382068   -0.375134  
  8000.0   0.5    0.3   -0.496425   -0.385705   -0.218929   -0.102109   0.026693    -0.199091     -0.295755      -0.009862      0.129176    0.150287   0.197971   0.272233   0.297084   -0.659976   -0.235059   -0.287013   -0.408504   -0.357621   -0.415117   -1.087654   -0.234749   -0.268893   -0.38653    -0.375548   -0.395484   -1.476523   -0.240131   -0.267094   -0.382068   -0.375134  
  8000.0   1.0    0.3   -0.496425   -0.385705   -0.218929   -0.102109   0.026693    -0.199091     -0.295755      -0.009862      0.129176    0.150287   0.197971   0.272233   0.297084   -0.659976   -0.235059   -0.287013   -0.408504   -0.357621   -0.415117   -1.087654   -0.234749   -0.268893   -0.38653    -0.375548   -0.395484   -1.476523   -0.240131   -0.267094   -0.382068   -0.375134  
  8000.0   1.5    0.3   -0.525554   -0.34036    -0.208905   -0.103782   0.018738    -0.187908     -0.274916      -0.015393      0.117984    0.157324   0.204783   0.27761    0.304999   -0.661897   -0.203065   -0.288954   -0.414796   -0.361617   -0.409651   -1.103912   -0.202281   -0.269183   -0.390667   -0.386447   -0.38999    -1.520187   -0.204665   -0.267671   -0.386242   -0.383256  
  8000.0   2.0    0.3   -0.569182   -0.345294   -0.205429   -0.096952   0.025128    -0.185086     -0.274843      -0.010189      0.109374    0.163564   0.217076   0.288271   0.317603   -0.720132   -0.202322   -0.282328   -0.404808   -0.368503   -0.406398   -1.151869   -0.201308   -0.263258   -0.379579   -0.393071   -0.387816   -1.560665   -0.204787   -0.262044   -0.375294   -0.389351  
  8000.0   2.5    0.3   -0.608127   -0.367698   -0.205171   -0.089653   0.034672    -0.186361     -0.2824        -0.003551      0.101302    0.166994   0.229019   0.299395   0.330376   -0.79422    -0.2128     -0.275389   -0.391501   -0.377582   -0.40639    -1.203416   -0.211646   -0.257616   -0.366163   -0.398659   -0.389251   -1.587652   -0.217555   -0.256719   -0.362061   -0.395469  
  8000.0   3.0    0.3   -0.634684   -0.399641   -0.20876    -0.084693   0.044414    -0.191301     -0.295136      0.001967       0.093558    0.167167   0.239361   0.310307   0.342436   -0.870199   -0.230639   -0.271031   -0.378469   -0.388306   -0.409843   -1.248008   -0.229411   -0.254889   -0.353901   -0.403778   -0.394372   -1.596957   -0.238283   -0.254338   -0.350026   -0.401867  
  8000.0   3.5    0.3   -0.645752   -0.440126   -0.21617    -0.082003   0.05429     -0.199556     -0.312624      0.00667        0.087637    0.165238   0.248524   0.321545   0.353836   -0.941104   -0.255538   -0.269168   -0.366169   -0.398704   -0.415431   -1.280798   -0.254329   -0.254964   -0.342997   -0.407143   -0.401727   -1.587566   -0.266568   -0.254779   -0.339386   -0.407117  
  8000.0   4.0    0.3   -0.637438   -0.493802   -0.226      -0.078153   0.067043    -0.210084     -0.335391      0.013922       0.086941    0.164701   0.25875    0.334609   0.365345   -0.998857   -0.289892   -0.266119   -0.351949   -0.404732   -0.419527   -1.296427   -0.288917   -0.254359   -0.330221   -0.40545    -0.407489   -1.556797   -0.305385   -0.254503   -0.32686    -0.407748  
  8000.0   4.5    0.3   -0.61363    -0.544706   -0.242444   -0.08088    0.076542    -0.223912     -0.360518      0.017218       0.087023    0.160364   0.26624    0.347739   0.375619   -1.041477   -0.32612    -0.269701   -0.342268   -0.410775   -0.426954   -1.295782   -0.325412   -0.260643   -0.322436   -0.403296   -0.41642    -1.512204   -0.345199   -0.261147   -0.319416   -0.408372  
  8000.0   5.0    0.3   -0.579172   -0.590283   -0.262376   -0.088273   0.082277    -0.239231     -0.385417      0.017068       0.087835    0.153438   0.270703   0.360313   0.384166   -1.072897   -0.360679   -0.277828   -0.337325   -0.41597    -0.436194   -1.28309    -0.360203   -0.271322   -0.319397   -0.400966   -0.426793   -1.458692   -0.382495   -0.272162   -0.316745   -0.408883  
  8250.0   -1.0   0.3   -0.448461   -0.441677   -0.269906   -0.147059   -0.019737   -0.248571     -0.345007      -0.059476      0.063096    0.069759   0.120561   0.188719   0.208945   -0.664675   -0.292314   -0.331593   -0.451327   -0.433938   -0.495504   -1.061438   -0.292131   -0.314678   -0.429112   -0.439548   -0.476604   -1.406459   -0.297885   -0.31272    -0.424604   -0.443833  
  8250.0   -0.5   0.3   -0.448461   -0.441677   -0.269906   -0.147059   -0.019737   -0.248571     -0.345007      -0.059476      0.063096    0.069759   0.120561   0.188719   0.208945   -0.664675   -0.292314   -0.331593   -0.451327   -0.433938   -0.495504   -1.061438   -0.292131   -0.314678   -0.429112   -0.439548   -0.476604   -1.406459   -0.297885   -0.31272    -0.424604   -0.443833  
  8250.0   0.0    0.3   -0.448461   -0.441677   -0.269906   -0.147059   -0.019737   -0.248571     -0.345007      -0.059476      0.063096    0.069759   0.120561   0.188719   0.208945   -0.664675   -0.292314   -0.331593   -0.451327   -0.433938   -0.495504   -1.061438   -0.292131   -0.314678   -0.429112   -0.439548   -0.476604   -1.406459   -0.297885   -0.31272    -0.424604   -0.443833  
  8250.0   0.5    0.3   -0.448461   -0.441677   -0.269906   -0.147059   -0.019737   -0.248571     -0.345007      -0.059476      0.063096    0.069759   0.120561   0.188719   0.208945   -0.664675   -0.292314   -0.331593   -0.451327   -0.433938   -0.495504   -1.061438   -0.292131   -0.314678   -0.429112   -0.439548   -0.476604   -1.406459   -0.297885   -0.31272    -0.424604   -0.443833  
  8250.0   1.0    0.3   -0.448461   -0.441677   -0.269906   -0.147059   -0.019737   -0.248571     -0.345007      -0.059476      0.063096    0.069759   0.120561   0.188719   0.208945   -0.664675   -0.292314   -0.331593   -0.451327   -0.433938   -0.495504   -1.061438   -0.292131   -0.314678   -0.429112   -0.439548   -0.476604   -1.406459   -0.297885   -0.31272    -0.424604   -0.443833  
  8250.0   1.5    0.3   -0.472336   -0.354256   -0.241478   -0.147686   -0.037351   -0.223967     -0.300001      -0.069484      0.058027    0.082882   0.121717   0.186212   0.20862    -0.625765   -0.227405   -0.332389   -0.469915   -0.426538   -0.481834   -1.059411   -0.226657   -0.310543   -0.444496   -0.446729   -0.461327   -1.458798   -0.227136   -0.30865    -0.439672   -0.445861  
  8250.0   2.0    0.3   -0.513108   -0.344055   -0.23459    -0.142732   -0.035506   -0.218066     -0.293047      -0.06746       0.04799     0.089352   0.131279   0.193328   0.218377   -0.667664   -0.216533   -0.327674   -0.464825   -0.433033   -0.477926   -1.099102   -0.215508   -0.305709   -0.437831   -0.455337   -0.458086   -1.502436   -0.215953   -0.304112   -0.433087   -0.453161  
  8250.0   2.5    0.3   -0.557881   -0.359135   -0.231589   -0.13525    -0.027731   -0.217392     -0.296937      -0.061683      0.038977    0.093931   0.142242   0.20235    0.229575   -0.739227   -0.221379   -0.320524   -0.453162   -0.441793   -0.476654   -1.153139   -0.220188   -0.299438   -0.425648   -0.46212    -0.458056   -1.539489   -0.222617   -0.29816    -0.421039   -0.459906  
  8250.0   3.0    0.3   -0.593659   -0.386551   -0.231901   -0.128655   -0.018125   -0.220259     -0.306647      -0.055638      0.030834    0.095902   0.152616   0.211938   0.2408     -0.819141   -0.234694   -0.314459   -0.43996    -0.451952   -0.478354   -1.20472    -0.233403   -0.294691   -0.412861   -0.46772    -0.461332   -1.560408   -0.238678   -0.293769   -0.40843    -0.466334  
  8250.0   3.5    0.3   -0.615679   -0.422621   -0.236279   -0.12461    -0.0083     -0.226689     -0.321306      -0.050655      0.023872    0.095088   0.161805   0.221951   0.251576   -0.897922   -0.255012   -0.311172   -0.427323   -0.462712   -0.483017   -1.247047   -0.253684   -0.293062   -0.401376   -0.47207    -0.467797   -1.563346   -0.262229   -0.292532   -0.397168   -0.472231  
  8250.0   4.0    0.3   -0.620667   -0.467971   -0.244333   -0.122016   0.002439    -0.236167     -0.340801      -0.045538      0.020082    0.093168   0.170548   0.233016   0.262048   -0.967842   -0.282839   -0.309453   -0.41483    -0.471591   -0.488791   -1.274997   -0.28159    -0.29339    -0.390365   -0.473362   -0.475435   -1.546789   -0.29386    -0.293254   -0.386405   -0.475669  
  8250.0   4.5    0.3   -0.604784   -0.522423   -0.255547   -0.119282   0.015564    -0.247637     -0.364539      -0.038434      0.021596    0.092089   0.180232   0.246354   0.27283    -1.019386   -0.318366   -0.307551   -0.40111    -0.476042   -0.49352    -1.282791   -0.317396   -0.294004   -0.378161   -0.46952    -0.481873   -1.509016   -0.333796   -0.294237   -0.374472   -0.4745    
  8250.0   5.0    0.3   -0.575338   -0.572386   -0.27381    -0.123798   0.024469    -0.262457     -0.390222      -0.035933      0.023707    0.08685    0.186711   0.259663   0.28219    -1.057223   -0.354638   -0.31284    -0.39282    -0.480457   -0.501714   -1.275799   -0.353923   -0.302017   -0.371727   -0.465543   -0.491474   -1.459494   -0.373383   -0.302633   -0.368395   -0.473602  
  8500.0   -1.0   0.3   -0.433808   -0.385465   -0.282438   -0.193904   -0.091721   -0.266539     -0.335683      -0.12337       -0.003424   0.007775   0.04196    0.099721   0.117128   -0.615521   -0.264811   -0.378174   -0.522857   -0.494082   -0.555373   -1.033203   -0.264097   -0.35532    -0.496586   -0.508017   -0.534546   -1.407829   -0.263583   -0.353135   -0.491492   -0.509901  
  8500.0   -0.5   0.3   -0.433808   -0.385465   -0.282438   -0.193904   -0.091721   -0.266539     -0.335683      -0.12337       -0.003424   0.007775   0.04196    0.099721   0.117128   -0.615521   -0.264811   -0.378174   -0.522857   -0.494082   -0.555373   -1.033203   -0.264097   -0.35532    -0.496586   -0.508017   -0.534546   -1.407829   -0.263583   -0.353135   -0.491492   -0.509901  
  8500.0   0.0    0.3   -0.433808   -0.385465   -0.282438   -0.193904   -0.091721   -0.266539     -0.335683      -0.12337       -0.003424   0.007775   0.04196    0.099721   0.117128   -0.615521   -0.264811   -0.378174   -0.522857   -0.494082   -0.555373   -1.033203   -0.264097   -0.35532    -0.496586   -0.508017   -0.534546   -1.407829   -0.263583   -0.353135   -0.491492   -0.509901  
  8500.0   0.5    0.3   -0.433808   -0.385465   -0.282438   -0.193904   -0.091721   -0.266539     -0.335683      -0.12337       -0.003424   0.007775   0.04196    0.099721   0.117128   -0.615521   -0.264811   -0.378174   -0.522857   -0.494082   -0.555373   -1.033203   -0.264097   -0.35532    -0.496586   -0.508017   -0.534546   -1.407829   -0.263583   -0.353135   -0.491492   -0.509901  
  8500.0   1.0    0.3   -0.433808   -0.385465   -0.282438   -0.193904   -0.091721   -0.266539     -0.335683      -0.12337       -0.003424   0.007775   0.04196    0.099721   0.117128   -0.615521   -0.264811   -0.378174   -0.522857   -0.494082   -0.555373   -1.033203   -0.264097   -0.35532    -0.496586   -0.508017   -0.534546   -1.407829   -0.263583   -0.353135   -0.491492   -0.509901  
  8500.0   1.5    0.3   -0.433808   -0.385465   -0.282438   -0.193904   -0.091721   -0.266539     -0.335683      -0.12337       -0.003424   0.007775   0.04196    0.099721   0.117128   -0.615521   -0.264811   -0.378174   -0.522857   -0.494082   -0.555373   -1.033203   -0.264097   -0.35532    -0.496586   -0.508017   -0.534546   -1.407829   -0.263583   -0.353135   -0.491492   -0.509901  
  8500.0   2.0    0.3   -0.468124   -0.357795   -0.27059    -0.190747   -0.095186   -0.256521     -0.320123      -0.124876      -0.013707   0.014623   0.048113   0.102767   0.123388   -0.635968   -0.241823   -0.375272   -0.523844   -0.498819   -0.550382   -1.060857   -0.240804   -0.351171   -0.495549   -0.517683   -0.52964    -1.451284   -0.239051   -0.349231   -0.49044    -0.517399  
  8500.0   2.5    0.3   -0.51323    -0.36367    -0.265031   -0.183907   -0.089957   -0.253738     -0.319701      -0.120694      -0.023671   0.01974    0.057522   0.109484   0.13288    -0.698343   -0.240295   -0.368759   -0.514789   -0.507303   -0.548337   -1.111482   -0.239091   -0.345039   -0.485604   -0.525769   -0.528563   -1.493007   -0.238671   -0.343412   -0.480588   -0.524908  
  8500.0   3.0    0.3   -0.555356   -0.385572   -0.262615   -0.176528   -0.081278   -0.254759     -0.326357      -0.114851      -0.032521   0.022992   0.067417   0.117523   0.143038   -0.777861   -0.248998   -0.361863   -0.502283   -0.517158   -0.548725   -1.166747   -0.247676   -0.339125   -0.473177   -0.532237   -0.530375   -1.52351    -0.249824   -0.337855   -0.468295   -0.531736  
  8500.0   3.5    0.3   -0.586706   -0.417246   -0.263616   -0.170812   -0.071554   -0.259098     -0.337979      -0.109408      -0.040168   0.023697   0.076548   0.126246   0.153045   -0.861458   -0.264796   -0.356842   -0.489396   -0.527755   -0.551976   -1.216529   -0.26341    -0.335434   -0.461144   -0.53731    -0.53538    -1.53781    -0.268739   -0.334565   -0.456436   -0.537937  
  8500.0   4.0    0.3   -0.602818   -0.456747   -0.2688     -0.16778    -0.061653   -0.266877     -0.354295      -0.104968      -0.045749   0.021884   0.084649   0.135759   0.162668   -0.940082   -0.287199   -0.35469    -0.477428   -0.537944   -0.557862   -1.254388   -0.285811   -0.334942   -0.450552   -0.540331   -0.54323    -1.533679   -0.294647   -0.334508   -0.446066   -0.542828  
  8500.0   4.5    0.3   -0.599196   -0.50625    -0.27703    -0.164466   -0.049254   -0.276903     -0.375188      -0.098557      -0.046188   0.020585   0.09355    0.147367   0.172548   -1.004011   -0.317555   -0.352238   -0.464113   -0.544102   -0.563184   -1.274018   -0.316318   -0.334643   -0.438624   -0.538349   -0.55048    -1.508243   -0.329187   -0.334626   -0.434371   -0.54333   
  8500.0   5.0    0.3   -0.57498    -0.559491   -0.290015   -0.163247   -0.035988   -0.289057     -0.399308      -0.091725      -0.041922   0.018786   0.102658   0.161329   0.182644   -1.0474     -0.353275   -0.351809   -0.451157   -0.546445   -0.568581   -1.272601   -0.352338   -0.336835   -0.427177   -0.531905   -0.557538   -1.463167   -0.369039   -0.337224   -0.423222   -0.539994  
  8750.0   -1.0   0.3   -0.406126   -0.427312   -0.329786   -0.242613   -0.145499   -0.313855     -0.37853       -0.177839      -0.06708    -0.067987  -0.035245  0.017118   0.030102   -0.623581   -0.310633   -0.426544   -0.574734   -0.564431   -0.630153   -1.019837   -0.309928   -0.403414   -0.547894   -0.571108   -0.609397   -1.365397   -0.308861   -0.401033   -0.542651   -0.575968  
  8750.0   -0.5   0.3   -0.406126   -0.427312   -0.329786   -0.242613   -0.145499   -0.313855     -0.37853       -0.177839      -0.06708    -0.067987  -0.035245  0.017118   0.030102   -0.623581   -0.310633   -0.426544   -0.574734   -0.564431   -0.630153   -1.019837   -0.309928   -0.403414   -0.547894   -0.571108   -0.609397   -1.365397   -0.308861   -0.401033   -0.542651   -0.575968  
  8750.0   0.0    0.3   -0.406126   -0.427312   -0.329786   -0.242613   -0.145499   -0.313855     -0.37853       -0.177839      -0.06708    -0.067987  -0.035245  0.017118   0.030102   -0.623581   -0.310633   -0.426544   -0.574734   -0.564431   -0.630153   -1.019837   -0.309928   -0.403414   -0.547894   -0.571108   -0.609397   -1.365397   -0.308861   -0.401033   -0.542651   -0.575968  
  8750.0   0.5    0.3   -0.406126   -0.427312   -0.329786   -0.242613   -0.145499   -0.313855     -0.37853       -0.177839      -0.06708    -0.067987  -0.035245  0.017118   0.030102   -0.623581   -0.310633   -0.426544   -0.574734   -0.564431   -0.630153   -1.019837   -0.309928   -0.403414   -0.547894   -0.571108   -0.609397   -1.365397   -0.308861   -0.401033   -0.542651   -0.575968  
  8750.0   1.0    0.3   -0.406126   -0.427312   -0.329786   -0.242613   -0.145499   -0.313855     -0.37853       -0.177839      -0.06708    -0.067987  -0.035245  0.017118   0.030102   -0.623581   -0.310633   -0.426544   -0.574734   -0.564431   -0.630153   -1.019837   -0.309928   -0.403414   -0.547894   -0.571108   -0.609397   -1.365397   -0.308861   -0.401033   -0.542651   -0.575968  
  8750.0   1.5    0.3   -0.406126   -0.427312   -0.329786   -0.242613   -0.145499   -0.313855     -0.37853       -0.177839      -0.06708    -0.067987  -0.035245  0.017118   0.030102   -0.623581   -0.310633   -0.426544   -0.574734   -0.564431   -0.630153   -1.019837   -0.309928   -0.403414   -0.547894   -0.571108   -0.609397   -1.365397   -0.308861   -0.401033   -0.542651   -0.575968  
  8750.0   2.0    0.3   -0.437454   -0.384552   -0.312429   -0.240335   -0.153753   -0.299741     -0.355004      -0.182124      -0.075987   -0.059978  -0.032288  0.016156   0.03222    -0.625407   -0.276598   -0.424458   -0.581549   -0.565802   -0.623168   -1.03902    -0.275579   -0.398923   -0.552245   -0.580355   -0.601887   -1.411772   -0.272357   -0.396697   -0.546853   -0.582165  
  8750.0   2.5    0.3   -0.478588   -0.380715   -0.304732   -0.235077   -0.151999   -0.295133     -0.350237      -0.180408      -0.086836   -0.055137  -0.025219  0.020163   0.039564   -0.674459   -0.268714   -0.419524   -0.576295   -0.574028   -0.621028   -1.082205   -0.267502   -0.393783   -0.545809   -0.589786   -0.600376   -1.453548   -0.264877   -0.391845   -0.540464   -0.590527  
  8750.0   3.0    0.3   -0.522028   -0.395868   -0.299993   -0.227722   -0.144936   -0.294374     -0.353557      -0.175426      -0.096423   -0.051223  -0.016337  0.026509   0.048577   -0.747992   -0.272527   -0.412624   -0.565311   -0.583692   -0.620603   -1.136027   -0.271188   -0.387491   -0.534631   -0.597246   -0.601159   -1.48878    -0.270691   -0.3859     -0.529383   -0.597922  
  8750.0   3.5    0.3   -0.559459   -0.422674   -0.29801    -0.220706   -0.135505   -0.296678     -0.362156      -0.169677      -0.104506   -0.049087  -0.007348  0.034039   0.057895   -0.832284   -0.283951   -0.406245   -0.552434   -0.593896   -0.622442   -1.189761   -0.282533   -0.382138   -0.522344   -0.602861   -0.604635   -1.511582   -0.285031   -0.380946   -0.51723    -0.604263  
