1	0.0	-30.9274873165	-25.9661377139	-32.2860597267
1	0.689655172414	-30.5781082361	-25.3216922492	-31.9019894587
1	1.37931034483	-30.2319621974	-24.679380517	-31.5190494229
1	2.06896551724	-29.8888001311	-24.0391728617	-31.137212404
1	2.75862068966	-29.5484024253	-23.40103943	-30.7564519873
1	3.44827586207	-29.2105744301	-22.7649503757	-30.3767425818
1	4.13793103448	-28.8751428232	-22.1308760474	-29.9980594332
1	4.8275862069	-28.5419526291	-21.4987871582	-29.6203786267
1	5.51724137931	-28.2108647446	-20.8686549378	-29.2436770825
1	6.20689655172	-27.8817538685	-20.2404512635	-28.867932543
1	6.89655172414	-27.5545067559	-19.6141487732	-28.4931235555
1	7.58620689655	-27.229020739	-18.9897209577	-28.1192294479
1	8.27586206897	-26.905202467	-18.3671422348	-27.7462303021
1	8.96551724138	-26.5829668285	-17.7463880036	-27.3741069229
1	9.65517241379	-26.2622360259	-17.1274346825	-27.0028408053
1	10.3448275862	-25.9429387778	-16.5102597287	-26.6324140993
1	11.0344827586	-25.6250096274	-15.8948416426	-26.2628095743
1	11.724137931	-25.3083883431	-15.2811599582	-25.8940105829
1	12.4137931034	-24.9930193943	-14.6691952184	-25.5260010245
1	13.1034482759	-24.6788514925	-14.0589289394	-25.1587653095
1	13.7931034483	-24.3658371882	-13.4503435638	-24.792288324
1	14.4827586207	-24.0539325141	-12.8434224035	-24.4265553966
1	15.1724137931	-23.7430966696	-12.2381495755	-24.0615522656
1	15.8620689655	-23.4332917392	-11.6345099295	-23.6972650478
1	16.5517241379	-23.1244824413	-11.0324889699	-23.33368021
1	17.2413793103	-22.8166359031	-10.4320727744	-22.9707845416
1	17.9310344828	-22.5097214574	-9.83324790731	-22.608565129
1	18.6206896552	-22.2037104595	-9.23600133246	-22.2470093327
1	19.3103448276	-21.8985761213	-8.64032032394	-21.8861047656
1	20.0	-21.5942933604	-8.0461923772	-21.525839274
2	0.0	-30.8892116824	-25.953516546	-32.2984723683
2	0.689655172414	-30.5381050915	-25.3096268754	-31.9138785881
2	1.37931034483	-30.1902222529	-24.6677868151	-31.5303892691
2	2.06896551724	-29.8453227543	-24.0279685021	-31.1479781307
2	2.75862068966	-29.5031944813	-23.3901439276	-30.7666197179
2	3.44827586207	-29.1636491649	-22.7542851025	-30.386289419
2	4.13793103448	-28.8265188115	-22.1203642109	-30.0069634737
2	4.8275862069	-28.4916528004	-21.4883537507	-29.6286189723
2	5.51724137931	-28.1589154939	-20.8582266595	-29.2512338465
2	6.20689655172	-27.8281842548	-20.2299564255	-28.8747868538
2	6.89655172414	-27.4993477871	-19.6035171844	-28.4992575564
2	7.58620689655	-27.1723047412	-18.9788837995	-28.1246262947
2	8.27586206897	-26.8469625338	-18.3560319284	-27.7508741576
2	8.96551724138	-26.5232363453	-17.7349380739	-27.3779829495
2	9.65517241379	-26.2010482641	-17.1155796212	-27.0059351552
2	10.3448275862	-25.8803265518	-16.4979348613	-26.6347139029
2	11.0344827586	-25.5610050115	-15.8819830013	-26.2643029273
2	11.724137931	-25.2430224387	-15.267704163	-25.8946865309
2	12.4137931034	-24.9263221456	-14.6550793698	-25.525849547
2	13.1034482759	-24.6108515436	-14.0440905241	-25.1577773022
2	13.7931034483	-24.2965617766	-13.4347203741	-24.7904555801
2	14.4827586207	-23.9834073977	-12.8269524735	-24.4238705865
2	15.1724137931	-23.6713460812	-12.220771133	-24.0580089158
2	15.8620689655	-23.3603383659	-11.6161613659	-23.6928575192
2	16.5517241379	-23.0503474254	-11.0131088278	-23.3284036747
2	17.2413793103	-22.7413388604	-10.4115997525	-22.9646349589
2	17.9310344828	-22.4332805114	-9.81162088381	-22.6015392212
2	18.6206896552	-22.126142288	-9.21315940518	-22.2391045593
2	19.3103448276	-21.8198960137	-8.6162028672	-21.8773192981
2	20.0	-21.5145152835	-8.02073911465	-21.5161719689
3	0.0	-30.849195622	-25.9405987454	-32.3105413141
3	0.689655172414	-30.4962238083	-25.2972797192	-31.9254336691
3	1.37931034483	-30.1464593156	-24.6559232441	-31.541404689
3	2.06896551724	-29.7996710194	-24.0165035429	-31.1584289352
3	2.75862068966	-29.4556549538	-23.3789946991	-30.7764818196
3	3.44827586207	-29.1142298854	-22.7433707859	-30.3955396175
3	4.13793103448	-28.7752337934	-22.1096059873	-30.0155794716
3	4.8275862069	-28.4385210328	-21.4776747108	-29.6365793874
3	5.51724137931	-28.1039600201	-20.8475516901	-29.2585182207
3	6.20689655172	-27.7714313296	-20.2192120778	-28.881375659
3	6.89655172414	-27.4408261164	-19.5926315273	-28.5051321972
3	7.58620689655	-27.112044801	-18.9677862634	-28.1297691094
3	8.27586206897	-26.7849959677	-18.3446531423	-27.7552684162
3	8.96551724138	-26.4595954364	-17.7232097005	-27.3816128501
3	9.65517241379	-26.1357654766	-17.1034341922	-27.0087858185
3	10.3448275862	-25.8134341388	-16.4853056172	-26.6367713649
3	11.0344827586	-25.4925346819	-15.868803738	-26.2655541304
3	11.724137931	-25.1730050811	-15.253909087	-25.8951193141
3	12.4137931034	-24.854787601	-14.6406029655	-25.525452634
3	13.1034482759	-24.5378284246	-14.0288674333	-25.1565402886
3	13.7931034483	-24.222077327	-13.4186852914	-24.7883689194
3	14.4827586207	-23.9074873883	-12.8100400564	-24.4209255751
3	15.1724137931	-23.5940147381	-12.2029159299	-24.0541976767
3	15.8620689655	-23.2816183274	-11.5972977614	-23.6881729845
3	16.5517241379	-22.9702597229	-10.9931710062	-23.3228395677
3	17.2413793103	-22.6599029214	-10.3905216798	-22.958185775
3	17.9310344828	-22.3505141809	-9.78933630806	-22.5942002073
3	18.6206896552	-22.0420618656	-9.18960187523	-22.2308716939
3	19.3103448276	-21.7345163044	-8.59130576941	-21.8681892685
3	20.0	-21.4278496592	-7.99443572688	-21.5061421498
4	0.0	-30.9684141578	-26.5252577941	-32.5360145483
4	0.689655172414	-30.6079844131	-25.8811983272	-32.1491286815
4	1.37931034483	-30.251150095	-25.2390185012	-31.7633251389
4	2.06896551724	-29.8976447683	-24.5986990058	-31.3785778526
4	2.75862068966	-29.5472346191	-23.9602201568	-30.9948615961
4	3.44827586207	-29.1997131467	-23.3235619749	-30.6121520089
4	4.13793103448	-28.8548968522	-22.6887042627	-30.2304256119
4	4.8275862069	-28.5126217081	-22.0556266795	-29.8496598118
4	5.51724137931	-28.1727402532	-21.4243088122	-29.4698328978
4	6.20689655172	-27.8351191913	-20.7947302432	-29.0909240303
4	6.89655172414	-27.4996374031	-20.1668706129	-28.7129132232
4	7.58620689655	-27.1661842961	-19.5407096777	-28.3357813209
4	8.27586206897	-26.8346584329	-18.9162273621	-27.9595099702
4	8.96551724138	-26.5049663888	-18.2934038051	-27.5840815891
4	9.65517241379	-26.1770217983	-17.672219401	-27.2094793321
4	10.3448275862	-25.8507445573	-17.0526548339	-26.8356870535
4	11.0344827586	-25.5260601523	-16.4346911064	-26.4626892693
4	11.724137931	-25.2028990962	-15.8183095618	-26.0904711176
4	12.4137931034	-24.881196449	-15.2034919016	-25.7190183194
4	13.1034482759	-24.5608914098	-14.5902201965	-25.3483171386
4	13.7931034483	-24.2419269671	-13.9784768928	-24.9783543432
4	14.4827586207	-23.924249596	-13.3682448138	-24.6091171666
4	15.1724137931	-23.6078089955	-12.7595071568	-24.2405932706
4	15.8620689655	-23.2925578567	-12.1522474854	-23.8727707091
4	16.5517241379	-22.9784516585	-11.5464497192	-23.5056378945
4	17.2413793103	-22.6654484847	-10.9420981194	-23.1391835642
